i,k,st,state_gen
54,ng,11,1
55,ng,11,1
56,ng,11,1
57,ng,11,1
58,ng,11,1
59,ng,11,1
60,ng,11,1
61,ng,11,1
62,ng,11,1
63,ng,11,1
64,ng,11,1
65,ng,11,1
66,ng,11,1
67,ng,11,1
68,ng,11,1
69,ng,11,1
70,ng,11,1
71,ng,11,1
72,ng,11,1
73,ng,11,1
74,ng,11,1
75,ng,11,1
76,ng,11,1
77,ng,11,1
78,ng,11,1
79,ng,11,1
80,ng,11,1
81,ng,11,1
82,ng,11,1
83,ng,11,1
84,ng,11,1
85,ng,11,1
86,ng,11,1
87,ng,11,1
88,ng,11,1
89,ng,11,1
90,ng,11,1
91,ng,11,1
92,ng,11,1
93,ng,11,1
94,ng,11,1
95,ng,11,1
96,ng,11,1
97,ng,11,1
98,ng,11,1
99,ng,11,1
100,ng,11,1
101,ng,11,1
102,ng,11,1
103,ng,11,1
104,ng,11,1
105,ng,11,1
106,ng,11,1
107,ng,11,1
108,ng,11,1
109,ng,11,1
110,ng,11,1
111,ng,11,1
112,ng,11,1
113,ng,11,1
114,ng,11,1
115,ng,11,1
116,ng,11,1
117,ng,11,1
118,ng,11,1
119,ng,11,1
120,ng,11,1
121,ng,11,1
122,ng,11,1
123,ng,11,1
124,ng,11,1
125,ng,11,1
126,ng,11,1
127,ng,11,1
128,ng,11,1
129,ng,11,1
130,ng,11,1
131,ng,11,1
132,ng,11,1
133,ng,11,1
134,ng,11,1
135,ng,11,1
136,ng,11,1
137,ng,11,1
138,ng,11,1
139,ng,11,1
140,ng,11,1
141,ng,11,1
142,ng,11,1
143,ng,11,1
144,ng,11,1
145,ng,11,1
146,ng,11,1
147,ng,11,1
148,ng,11,1
149,ng,11,1
150,ng,11,1
1,ng,12,0
2,ng,12,1
3,ng,12,1
4,ng,12,1
5,ng,12,1
6,ng,12,1
7,ng,12,1
8,ng,12,1
9,ng,12,1
10,ng,12,1
11,ng,12,1
12,ng,12,1
13,ng,12,1
14,ng,12,1
15,ng,12,1
16,ng,12,1
17,ng,12,1
18,ng,12,1
19,ng,12,1
20,ng,12,1
21,ng,12,1
22,ng,12,1
23,ng,12,1
24,ng,12,1
25,ng,12,1
26,ng,12,1
27,ng,12,1
28,ng,12,1
29,ng,12,1
30,ng,12,1
31,ng,12,1
32,ng,12,1
33,ng,12,1
34,ng,12,1
35,ng,12,1
36,ng,12,1
37,ng,12,1
38,ng,12,1
39,ng,12,1
40,ng,12,1
41,ng,12,1
42,ng,12,1
43,ng,12,1
44,ng,12,1
45,ng,12,1
46,ng,12,1
47,ng,12,1
48,ng,12,1
49,ng,12,1
50,ng,12,1
51,ng,12,1
52,ng,12,1
53,ng,12,1
54,ng,12,1
55,ng,12,1
56,ng,12,1
57,ng,12,1
58,ng,12,1
59,ng,12,1
60,ng,12,1
61,ng,12,1
62,ng,12,1
63,ng,12,1
64,ng,12,1
65,ng,12,1
66,ng,12,1
67,ng,12,1
68,ng,12,1
69,ng,12,1
70,ng,12,1
71,ng,12,1
72,ng,12,1
73,ng,12,1
74,ng,12,1
75,ng,12,1
76,ng,12,0
77,ng,12,1
78,ng,12,1
79,ng,12,1
80,ng,12,1
81,ng,12,1
82,ng,12,1
83,ng,12,1
84,ng,12,1
85,ng,12,1
86,ng,12,1
87,ng,12,1
88,ng,12,1
89,ng,12,1
90,ng,12,1
91,ng,12,1
92,ng,12,1
93,ng,12,1
94,ng,12,1
95,ng,12,1
96,ng,12,1
97,ng,12,1
98,ng,12,1
99,ng,12,1
100,ng,12,1
101,ng,12,1
102,ng,12,1
103,ng,12,1
104,ng,12,1
105,ng,12,1
106,ng,12,1
107,ng,12,1
108,ng,12,1
109,ng,12,1
110,ng,12,1
111,ng,12,1
112,ng,12,1
113,ng,12,1
114,ng,12,1
115,ng,12,1
116,ng,12,1
117,ng,12,1
118,ng,12,1
119,ng,12,1
120,ng,12,1
121,ng,12,1
122,ng,12,1
123,ng,12,1
124,ng,12,1
125,ng,12,1
126,ng,12,1
127,ng,12,1
128,ng,12,1
129,ng,12,1
130,ng,12,1
131,ng,12,1
132,ng,12,1
133,ng,12,1
134,ng,12,1
135,ng,12,1
136,ng,12,1
137,ng,12,1
138,ng,12,1
139,ng,12,1
140,ng,12,1
141,ng,12,1
142,ng,12,1
143,ng,12,1
144,ng,12,1
145,ng,12,1
146,ng,12,1
147,ng,12,1
148,ng,12,1
149,ng,12,1
150,ng,12,1
1,ng,13,0
2,ng,13,1
3,ng,13,1
4,ng,13,1
5,ng,13,1
6,ng,13,1
7,ng,13,1
8,ng,13,1
9,ng,13,1
10,ng,13,1
11,ng,13,1
12,ng,13,1
13,ng,13,1
14,ng,13,1
15,ng,13,1
16,ng,13,1
17,ng,13,1
18,ng,13,1
19,ng,13,1
20,ng,13,1
21,ng,13,1
22,ng,13,1
23,ng,13,1
24,ng,13,1
25,ng,13,1
26,ng,13,1
27,ng,13,1
28,ng,13,1
29,ng,13,1
30,ng,13,1
31,ng,13,1
32,ng,13,1
33,ng,13,1
34,ng,13,1
35,ng,13,1
36,ng,13,1
37,ng,13,1
38,ng,13,1
39,ng,13,1
40,ng,13,1
41,ng,13,1
42,ng,13,1
43,ng,13,1
44,ng,13,1
45,ng,13,1
46,ng,13,1
47,ng,13,1
48,ng,13,1
49,ng,13,1
50,ng,13,1
51,ng,13,1
52,ng,13,1
53,ng,13,1
54,ng,13,1
55,ng,13,1
56,ng,13,1
57,ng,13,1
58,ng,13,1
59,ng,13,1
60,ng,13,1
61,ng,13,1
62,ng,13,1
63,ng,13,1
64,ng,13,1
65,ng,13,1
66,ng,13,1
67,ng,13,1
68,ng,13,1
69,ng,13,1
70,ng,13,1
71,ng,13,1
72,ng,13,1
73,ng,13,1
74,ng,13,1
75,ng,13,1
76,ng,13,1
77,ng,13,1
78,ng,13,1
79,ng,13,1
80,ng,13,1
81,ng,13,1
82,ng,13,1
83,ng,13,1
84,ng,13,1
85,ng,13,1
86,ng,13,1
87,ng,13,1
88,ng,13,1
89,ng,13,1
90,ng,13,1
91,ng,13,1
92,ng,13,1
93,ng,13,1
94,ng,13,1
95,ng,13,1
96,ng,13,1
97,ng,13,1
98,ng,13,1
99,ng,13,1
100,ng,13,1
101,ng,13,0
102,ng,13,1
103,ng,13,1
104,ng,13,1
105,ng,13,1
106,ng,13,1
107,ng,13,1
108,ng,13,1
109,ng,13,1
110,ng,13,1
111,ng,13,1
112,ng,13,1
113,ng,13,1
114,ng,13,1
115,ng,13,1
116,ng,13,1
117,ng,13,1
118,ng,13,1
119,ng,13,1
120,ng,13,1
121,ng,13,1
122,ng,13,1
123,ng,13,1
124,ng,13,1
125,ng,13,1
126,ng,13,1
127,ng,13,1
128,ng,13,1
129,ng,13,1
130,ng,13,1
131,ng,13,1
132,ng,13,1
133,ng,13,1
134,ng,13,1
135,ng,13,1
136,ng,13,1
137,ng,13,1
138,ng,13,1
139,ng,13,1
140,ng,13,1
141,ng,13,1
142,ng,13,1
143,ng,13,1
144,ng,13,1
145,ng,13,1
146,ng,13,1
147,ng,13,1
148,ng,13,1
149,ng,13,1
150,ng,13,1
1,ng,14,0
2,ng,14,1
3,ng,14,1
4,ng,14,1
5,ng,14,1
6,ng,14,1
7,ng,14,1
8,ng,14,1
9,ng,14,1
10,ng,14,1
11,ng,14,1
12,ng,14,1
13,ng,14,1
14,ng,14,1
15,ng,14,1
16,ng,14,1
17,ng,14,1
18,ng,14,1
19,ng,14,1
20,ng,14,1
21,ng,14,1
22,ng,14,1
23,ng,14,1
24,ng,14,1
25,ng,14,1
26,ng,14,1
27,ng,14,1
28,ng,14,1
29,ng,14,1
30,ng,14,1
31,ng,14,1
32,ng,14,1
33,ng,14,1
34,ng,14,1
35,ng,14,1
36,ng,14,1
37,ng,14,1
38,ng,14,1
39,ng,14,1
40,ng,14,1
41,ng,14,1
42,ng,14,1
43,ng,14,1
44,ng,14,1
45,ng,14,1
46,ng,14,1
47,ng,14,1
48,ng,14,1
49,ng,14,1
50,ng,14,1
51,ng,14,1
52,ng,14,1
53,ng,14,1
54,ng,14,1
55,ng,14,1
56,ng,14,1
57,ng,14,1
58,ng,14,1
59,ng,14,1
60,ng,14,1
61,ng,14,1
62,ng,14,1
63,ng,14,1
64,ng,14,1
65,ng,14,1
66,ng,14,1
67,ng,14,1
68,ng,14,1
69,ng,14,1
70,ng,14,1
71,ng,14,1
72,ng,14,1
73,ng,14,1
74,ng,14,1
75,ng,14,1
76,ng,14,1
77,ng,14,1
78,ng,14,1
79,ng,14,1
80,ng,14,1
81,ng,14,1
82,ng,14,1
83,ng,14,1
84,ng,14,1
85,ng,14,1
86,ng,14,1
87,ng,14,1
88,ng,14,1
89,ng,14,1
90,ng,14,1
91,ng,14,1
92,ng,14,1
93,ng,14,1
94,ng,14,1
95,ng,14,1
96,ng,14,1
97,ng,14,1
98,ng,14,1
99,ng,14,1
100,ng,14,1
101,ng,14,1
102,ng,14,1
103,ng,14,1
104,ng,14,1
105,ng,14,1
106,ng,14,1
107,ng,14,1
108,ng,14,1
109,ng,14,1
110,ng,14,1
111,ng,14,1
112,ng,14,1
113,ng,14,1
114,ng,14,1
115,ng,14,1
116,ng,14,1
117,ng,14,1
118,ng,14,1
119,ng,14,1
120,ng,14,1
121,ng,14,1
122,ng,14,1
123,ng,14,1
124,ng,14,1
125,ng,14,1
126,ng,14,0
127,ng,14,1
128,ng,14,1
129,ng,14,1
130,ng,14,1
131,ng,14,1
132,ng,14,1
133,ng,14,1
134,ng,14,1
135,ng,14,1
136,ng,14,1
137,ng,14,1
138,ng,14,1
139,ng,14,1
140,ng,14,1
141,ng,14,1
142,ng,14,1
143,ng,14,1
144,ng,14,1
145,ng,14,1
146,ng,14,1
147,ng,14,1
148,ng,14,1
149,ng,14,1
150,ng,14,1
1,ng,15,0
2,ng,15,1
3,ng,15,1
4,ng,15,1
5,ng,15,1
6,ng,15,1
7,ng,15,1
8,ng,15,1
9,ng,15,1
10,ng,15,1
11,ng,15,1
12,ng,15,1
13,ng,15,1
14,ng,15,1
15,ng,15,1
16,ng,15,1
17,ng,15,1
18,ng,15,1
19,ng,15,1
20,ng,15,1
21,ng,15,1
22,ng,15,1
23,ng,15,1
24,ng,15,1
25,ng,15,1
26,ng,15,1
27,ng,15,1
28,ng,15,1
29,ng,15,1
30,ng,15,1
31,ng,15,1
32,ng,15,1
33,ng,15,1
34,ng,15,1
35,ng,15,1
36,ng,15,1
37,ng,15,1
38,ng,15,1
39,ng,15,1
40,ng,15,1
41,ng,15,1
42,ng,15,1
43,ng,15,1
44,ng,15,1
45,ng,15,1
46,ng,15,1
47,ng,15,1
48,ng,15,1
49,ng,15,1
50,ng,15,1
51,ng,15,1
52,ng,15,1
53,ng,15,1
54,ng,15,1
55,ng,15,1
56,ng,15,1
57,ng,15,1
58,ng,15,1
59,ng,15,1
60,ng,15,1
61,ng,15,1
62,ng,15,1
63,ng,15,1
64,ng,15,1
65,ng,15,1
66,ng,15,1
67,ng,15,1
68,ng,15,1
69,ng,15,1
70,ng,15,1
71,ng,15,1
72,ng,15,1
73,ng,15,1
74,ng,15,1
75,ng,15,1
76,ng,15,1
77,ng,15,1
78,ng,15,1
79,ng,15,1
80,ng,15,1
81,ng,15,1
82,ng,15,1
83,ng,15,1
84,ng,15,1
85,ng,15,1
86,ng,15,1
87,ng,15,1
88,ng,15,1
89,ng,15,1
90,ng,15,1
91,ng,15,1
92,ng,15,1
93,ng,15,1
94,ng,15,1
95,ng,15,1
96,ng,15,1
97,ng,15,1
98,ng,15,1
99,ng,15,1
100,ng,15,1
101,ng,15,1
102,ng,15,1
103,ng,15,1
104,ng,15,1
105,ng,15,1
106,ng,15,1
107,ng,15,1
108,ng,15,1
109,ng,15,1
110,ng,15,1
111,ng,15,1
112,ng,15,1
113,ng,15,1
114,ng,15,1
115,ng,15,1
116,ng,15,1
117,ng,15,1
118,ng,15,1
119,ng,15,1
120,ng,15,1
121,ng,15,1
122,ng,15,1
123,ng,15,1
124,ng,15,1
125,ng,15,1
126,ng,15,1
127,ng,15,1
128,ng,15,1
129,ng,15,1
130,ng,15,1
131,ng,15,1
132,ng,15,1
133,ng,15,1
134,ng,15,1
135,ng,15,1
136,ng,15,1
137,ng,15,1
138,ng,15,1
139,ng,15,1
140,ng,15,1
141,ng,15,1
142,ng,15,1
143,ng,15,1
144,ng,15,1
145,ng,15,1
146,ng,15,1
147,ng,15,1
148,ng,15,1
149,ng,15,1
150,ng,15,1
1,ng,16,0
2,ng,16,1
3,ng,16,1
4,ng,16,1
5,ng,16,1
6,ng,16,1
7,ng,16,1
8,ng,16,1
9,ng,16,1
10,ng,16,1
11,ng,16,1
12,ng,16,1
13,ng,16,1
14,ng,16,1
15,ng,16,1
16,ng,16,1
17,ng,16,1
18,ng,16,1
19,ng,16,1
20,ng,16,1
21,ng,16,1
22,ng,16,1
23,ng,16,1
24,ng,16,1
25,ng,16,1
26,ng,16,1
27,ng,16,1
28,ng,16,1
29,ng,16,1
30,ng,16,1
31,ng,16,1
32,ng,16,1
33,ng,16,1
34,ng,16,1
35,ng,16,1
36,ng,16,1
37,ng,16,1
38,ng,16,1
39,ng,16,1
40,ng,16,1
41,ng,16,1
42,ng,16,1
43,ng,16,1
44,ng,16,1
45,ng,16,1
46,ng,16,1
47,ng,16,1
48,ng,16,1
49,ng,16,1
50,ng,16,1
51,ng,16,1
52,ng,16,1
53,ng,16,1
54,ng,16,1
55,ng,16,1
56,ng,16,1
57,ng,16,1
58,ng,16,1
59,ng,16,1
60,ng,16,1
61,ng,16,1
62,ng,16,1
63,ng,16,1
64,ng,16,1
65,ng,16,1
66,ng,16,1
67,ng,16,1
68,ng,16,1
69,ng,16,1
70,ng,16,1
71,ng,16,1
72,ng,16,1
73,ng,16,1
74,ng,16,1
75,ng,16,1
76,ng,16,1
77,ng,16,1
78,ng,16,1
79,ng,16,1
80,ng,16,1
81,ng,16,1
82,ng,16,1
83,ng,16,1
84,ng,16,1
85,ng,16,1
86,ng,16,1
87,ng,16,1
88,ng,16,1
89,ng,16,1
90,ng,16,1
91,ng,16,1
92,ng,16,1
93,ng,16,1
94,ng,16,1
95,ng,16,1
96,ng,16,1
97,ng,16,1
98,ng,16,1
99,ng,16,1
100,ng,16,1
101,ng,16,1
102,ng,16,1
103,ng,16,1
104,ng,16,1
105,ng,16,1
106,ng,16,1
107,ng,16,1
108,ng,16,1
109,ng,16,1
110,ng,16,1
111,ng,16,1
112,ng,16,1
113,ng,16,1
114,ng,16,1
115,ng,16,1
116,ng,16,1
117,ng,16,1
118,ng,16,1
119,ng,16,1
120,ng,16,1
121,ng,16,1
122,ng,16,1
123,ng,16,1
124,ng,16,1
125,ng,16,1
126,ng,16,1
127,ng,16,1
128,ng,16,1
129,ng,16,1
130,ng,16,1
131,ng,16,1
132,ng,16,1
133,ng,16,1
134,ng,16,1
135,ng,16,1
136,ng,16,1
137,ng,16,1
138,ng,16,1
139,ng,16,1
140,ng,16,1
141,ng,16,1
142,ng,16,1
143,ng,16,1
144,ng,16,1
145,ng,16,1
146,ng,16,1
147,ng,16,1
148,ng,16,1
149,ng,16,1
150,ng,16,1
1,ng,17,1
2,ng,17,1
3,ng,17,1
4,ng,17,1
5,ng,17,1
6,ng,17,1
7,ng,17,1
8,ng,17,1
9,ng,17,1
10,ng,17,1
11,ng,17,1
12,ng,17,1
13,ng,17,1
14,ng,17,1
15,ng,17,1
16,ng,17,1
17,ng,17,1
18,ng,17,1
19,ng,17,1
20,ng,17,1
21,ng,17,1
22,ng,17,1
23,ng,17,1
24,ng,17,1
25,ng,17,1
26,ng,17,0
27,ng,17,1
28,ng,17,1
29,ng,17,1
30,ng,17,1
31,ng,17,1
32,ng,17,1
33,ng,17,1
34,ng,17,1
35,ng,17,1
36,ng,17,1
37,ng,17,1
38,ng,17,1
39,ng,17,1
40,ng,17,1
41,ng,17,1
42,ng,17,1
43,ng,17,1
44,ng,17,1
45,ng,17,1
46,ng,17,1
47,ng,17,1
48,ng,17,1
49,ng,17,1
50,ng,17,1
51,ng,17,0
52,ng,17,1
53,ng,17,1
54,ng,17,1
55,ng,17,1
56,ng,17,1
57,ng,17,1
58,ng,17,1
59,ng,17,1
60,ng,17,1
61,ng,17,1
62,ng,17,1
63,ng,17,1
64,ng,17,1
65,ng,17,1
66,ng,17,1
67,ng,17,1
68,ng,17,1
69,ng,17,1
70,ng,17,1
71,ng,17,1
72,ng,17,1
73,ng,17,1
74,ng,17,1
75,ng,17,1
76,ng,17,1
77,ng,17,1
78,ng,17,1
79,ng,17,1
80,ng,17,1
81,ng,17,1
82,ng,17,1
83,ng,17,1
84,ng,17,1
85,ng,17,1
86,ng,17,1
87,ng,17,1
88,ng,17,1
89,ng,17,1
90,ng,17,1
91,ng,17,1
92,ng,17,1
93,ng,17,1
94,ng,17,1
95,ng,17,1
96,ng,17,1
97,ng,17,1
98,ng,17,1
99,ng,17,1
100,ng,17,1
101,ng,17,1
102,ng,17,1
103,ng,17,1
104,ng,17,1
105,ng,17,1
106,ng,17,1
107,ng,17,1
108,ng,17,1
109,ng,17,1
110,ng,17,1
111,ng,17,1
112,ng,17,1
113,ng,17,1
114,ng,17,1
115,ng,17,1
116,ng,17,1
117,ng,17,1
118,ng,17,1
119,ng,17,1
120,ng,17,1
121,ng,17,1
122,ng,17,1
123,ng,17,1
124,ng,17,1
125,ng,17,1
126,ng,17,1
127,ng,17,1
128,ng,17,1
129,ng,17,1
130,ng,17,1
131,ng,17,1
132,ng,17,1
133,ng,17,1
134,ng,17,1
135,ng,17,1
136,ng,17,1
137,ng,17,1
138,ng,17,1
139,ng,17,1
140,ng,17,1
141,ng,17,1
142,ng,17,1
143,ng,17,1
144,ng,17,1
145,ng,17,1
146,ng,17,1
147,ng,17,1
148,ng,17,1
149,ng,17,1
150,ng,17,1
1,ng,18,1
2,ng,18,1
3,ng,18,1
4,ng,18,1
5,ng,18,1
6,ng,18,1
7,ng,18,1
8,ng,18,1
9,ng,18,1
10,ng,18,1
11,ng,18,1
12,ng,18,1
13,ng,18,1
14,ng,18,1
15,ng,18,1
16,ng,18,1
17,ng,18,1
18,ng,18,1
19,ng,18,1
20,ng,18,1
21,ng,18,1
22,ng,18,1
23,ng,18,1
24,ng,18,1
25,ng,18,1
26,ng,18,0
27,ng,18,1
28,ng,18,1
29,ng,18,1
30,ng,18,1
31,ng,18,1
32,ng,18,1
33,ng,18,1
34,ng,18,1
35,ng,18,1
36,ng,18,1
37,ng,18,1
38,ng,18,1
39,ng,18,1
40,ng,18,1
41,ng,18,1
42,ng,18,1
43,ng,18,1
44,ng,18,1
45,ng,18,1
46,ng,18,1
47,ng,18,1
48,ng,18,1
49,ng,18,1
50,ng,18,1
51,ng,18,1
52,ng,18,1
53,ng,18,1
54,ng,18,1
55,ng,18,1
56,ng,18,1
57,ng,18,1
58,ng,18,1
59,ng,18,1
60,ng,18,1
61,ng,18,1
62,ng,18,1
63,ng,18,1
64,ng,18,1
65,ng,18,1
66,ng,18,1
67,ng,18,1
68,ng,18,1
69,ng,18,1
70,ng,18,1
71,ng,18,1
72,ng,18,1
73,ng,18,1
74,ng,18,1
75,ng,18,1
76,ng,18,0
77,ng,18,1
78,ng,18,1
79,ng,18,1
80,ng,18,1
81,ng,18,1
82,ng,18,1
83,ng,18,1
84,ng,18,1
85,ng,18,1
86,ng,18,1
87,ng,18,1
88,ng,18,1
89,ng,18,1
90,ng,18,1
91,ng,18,1
92,ng,18,1
93,ng,18,1
94,ng,18,1
95,ng,18,1
96,ng,18,1
97,ng,18,1
98,ng,18,1
99,ng,18,1
100,ng,18,1
101,ng,18,1
102,ng,18,1
103,ng,18,1
104,ng,18,1
105,ng,18,1
106,ng,18,1
107,ng,18,1
108,ng,18,1
109,ng,18,1
110,ng,18,1
111,ng,18,1
112,ng,18,1
113,ng,18,1
114,ng,18,1
115,ng,18,1
116,ng,18,1
117,ng,18,1
118,ng,18,1
119,ng,18,1
120,ng,18,1
121,ng,18,1
122,ng,18,1
123,ng,18,1
124,ng,18,1
125,ng,18,1
126,ng,18,1
127,ng,18,1
128,ng,18,1
129,ng,18,1
130,ng,18,1
131,ng,18,1
132,ng,18,1
133,ng,18,1
134,ng,18,1
135,ng,18,1
136,ng,18,1
137,ng,18,1
138,ng,18,1
139,ng,18,1
140,ng,18,1
141,ng,18,1
142,ng,18,1
143,ng,18,1
144,ng,18,1
145,ng,18,1
146,ng,18,1
147,ng,18,1
148,ng,18,1
149,ng,18,1
150,ng,18,1
1,ng,19,1
2,ng,19,1
3,ng,19,1
4,ng,19,1
5,ng,19,1
6,ng,19,1
7,ng,19,1
8,ng,19,1
9,ng,19,1
10,ng,19,1
11,ng,19,1
12,ng,19,1
13,ng,19,1
14,ng,19,1
15,ng,19,1
16,ng,19,1
17,ng,19,1
18,ng,19,1
19,ng,19,1
20,ng,19,1
21,ng,19,1
22,ng,19,1
23,ng,19,1
24,ng,19,1
25,ng,19,1
26,ng,19,0
27,ng,19,1
28,ng,19,1
29,ng,19,1
30,ng,19,1
31,ng,19,1
32,ng,19,1
33,ng,19,1
34,ng,19,1
35,ng,19,1
36,ng,19,1
37,ng,19,1
38,ng,19,1
39,ng,19,1
40,ng,19,1
41,ng,19,1
42,ng,19,1
43,ng,19,1
44,ng,19,1
45,ng,19,1
46,ng,19,1
47,ng,19,1
48,ng,19,1
49,ng,19,1
50,ng,19,1
51,ng,19,1
52,ng,19,1
53,ng,19,1
54,ng,19,1
55,ng,19,1
56,ng,19,1
57,ng,19,1
58,ng,19,1
59,ng,19,1
60,ng,19,1
61,ng,19,1
62,ng,19,1
63,ng,19,1
64,ng,19,1
65,ng,19,1
66,ng,19,1
67,ng,19,1
68,ng,19,1
69,ng,19,1
70,ng,19,1
71,ng,19,1
72,ng,19,1
73,ng,19,1
74,ng,19,1
75,ng,19,1
76,ng,19,1
77,ng,19,1
78,ng,19,1
79,ng,19,1
80,ng,19,1
81,ng,19,1
82,ng,19,1
83,ng,19,1
84,ng,19,1
85,ng,19,1
86,ng,19,1
87,ng,19,1
88,ng,19,1
89,ng,19,1
90,ng,19,1
91,ng,19,1
92,ng,19,1
93,ng,19,1
94,ng,19,1
95,ng,19,1
96,ng,19,1
97,ng,19,1
98,ng,19,1
99,ng,19,1
100,ng,19,1
101,ng,19,0
102,ng,19,1
103,ng,19,1
104,ng,19,1
105,ng,19,1
106,ng,19,1
107,ng,19,1
108,ng,19,1
109,ng,19,1
110,ng,19,1
111,ng,19,1
112,ng,19,1
113,ng,19,1
114,ng,19,1
115,ng,19,1
116,ng,19,1
117,ng,19,1
118,ng,19,1
119,ng,19,1
120,ng,19,1
121,ng,19,1
122,ng,19,1
123,ng,19,1
124,ng,19,1
125,ng,19,1
126,ng,19,1
127,ng,19,1
128,ng,19,1
129,ng,19,1
130,ng,19,1
131,ng,19,1
132,ng,19,1
133,ng,19,1
134,ng,19,1
135,ng,19,1
136,ng,19,1
137,ng,19,1
138,ng,19,1
139,ng,19,1
140,ng,19,1
141,ng,19,1
142,ng,19,1
143,ng,19,1
144,ng,19,1
145,ng,19,1
146,ng,19,1
147,ng,19,1
148,ng,19,1
149,ng,19,1
150,ng,19,1
1,ng,20,1
2,ng,20,1
3,ng,20,1
4,ng,20,1
5,ng,20,1
6,ng,20,1
7,ng,20,1
8,ng,20,1
9,ng,20,1
10,ng,20,1
11,ng,20,1
12,ng,20,1
13,ng,20,1
14,ng,20,1
15,ng,20,1
16,ng,20,1
17,ng,20,1
18,ng,20,1
19,ng,20,1
20,ng,20,1
21,ng,20,1
22,ng,20,1
23,ng,20,1
24,ng,20,1
25,ng,20,1
26,ng,20,0
27,ng,20,1
28,ng,20,1
29,ng,20,1
30,ng,20,1
31,ng,20,1
32,ng,20,1
33,ng,20,1
34,ng,20,1
35,ng,20,1
36,ng,20,1
37,ng,20,1
38,ng,20,1
39,ng,20,1
40,ng,20,1
41,ng,20,1
42,ng,20,1
43,ng,20,1
44,ng,20,1
45,ng,20,1
46,ng,20,1
47,ng,20,1
48,ng,20,1
49,ng,20,1
50,ng,20,1
51,ng,20,1
52,ng,20,1
53,ng,20,1
54,ng,20,1
55,ng,20,1
56,ng,20,1
57,ng,20,1
58,ng,20,1
59,ng,20,1
60,ng,20,1
61,ng,20,1
62,ng,20,1
63,ng,20,1
64,ng,20,1
65,ng,20,1
66,ng,20,1
67,ng,20,1
68,ng,20,1
69,ng,20,1
70,ng,20,1
71,ng,20,1
72,ng,20,1
73,ng,20,1
74,ng,20,1
75,ng,20,1
76,ng,20,1
77,ng,20,1
78,ng,20,1
79,ng,20,1
80,ng,20,1
81,ng,20,1
82,ng,20,1
83,ng,20,1
84,ng,20,1
85,ng,20,1
86,ng,20,1
87,ng,20,1
88,ng,20,1
89,ng,20,1
90,ng,20,1
91,ng,20,1
92,ng,20,1
93,ng,20,1
94,ng,20,1
95,ng,20,1
96,ng,20,1
97,ng,20,1
98,ng,20,1
99,ng,20,1
100,ng,20,1
101,ng,20,1
102,ng,20,1
103,ng,20,1
104,ng,20,1
105,ng,20,1
106,ng,20,1
107,ng,20,1
108,ng,20,1
109,ng,20,1
110,ng,20,1
111,ng,20,1
112,ng,20,1
113,ng,20,1
114,ng,20,1
115,ng,20,1
116,ng,20,1
117,ng,20,1
118,ng,20,1
119,ng,20,1
120,ng,20,1
121,ng,20,1
122,ng,20,1
123,ng,20,1
124,ng,20,1
125,ng,20,1
126,ng,20,0
127,ng,20,1
128,ng,20,1
129,ng,20,1
130,ng,20,1
131,ng,20,1
132,ng,20,1
133,ng,20,1
134,ng,20,1
135,ng,20,1
136,ng,20,1
137,ng,20,1
138,ng,20,1
139,ng,20,1
140,ng,20,1
141,ng,20,1
142,ng,20,1
143,ng,20,1
144,ng,20,1
145,ng,20,1
146,ng,20,1
147,ng,20,1
148,ng,20,1
149,ng,20,1
150,ng,20,1
1,ng,21,1
2,ng,21,1
3,ng,21,1
4,ng,21,1
5,ng,21,1
6,ng,21,1
7,ng,21,1
8,ng,21,1
9,ng,21,1
10,ng,21,1
11,ng,21,1
12,ng,21,1
13,ng,21,1
14,ng,21,1
15,ng,21,1
16,ng,21,1
17,ng,21,1
18,ng,21,1
19,ng,21,1
20,ng,21,1
21,ng,21,1
22,ng,21,1
23,ng,21,1
24,ng,21,1
25,ng,21,1
26,ng,21,0
27,ng,21,1
28,ng,21,1
29,ng,21,1
30,ng,21,1
31,ng,21,1
32,ng,21,1
33,ng,21,1
34,ng,21,1
35,ng,21,1
36,ng,21,1
37,ng,21,1
38,ng,21,1
39,ng,21,1
40,ng,21,1
41,ng,21,1
42,ng,21,1
43,ng,21,1
44,ng,21,1
45,ng,21,1
46,ng,21,1
47,ng,21,1
48,ng,21,1
49,ng,21,1
50,ng,21,1
51,ng,21,1
52,ng,21,1
53,ng,21,1
54,ng,21,1
55,ng,21,1
56,ng,21,1
57,ng,21,1
58,ng,21,1
59,ng,21,1
60,ng,21,1
61,ng,21,1
62,ng,21,1
63,ng,21,1
64,ng,21,1
65,ng,21,1
66,ng,21,1
67,ng,21,1
68,ng,21,1
69,ng,21,1
70,ng,21,1
71,ng,21,1
72,ng,21,1
73,ng,21,1
74,ng,21,1
75,ng,21,1
76,ng,21,1
77,ng,21,1
78,ng,21,1
79,ng,21,1
80,ng,21,1
81,ng,21,1
82,ng,21,1
83,ng,21,1
84,ng,21,1
85,ng,21,1
86,ng,21,1
87,ng,21,1
88,ng,21,1
89,ng,21,1
90,ng,21,1
91,ng,21,1
92,ng,21,1
93,ng,21,1
94,ng,21,1
95,ng,21,1
96,ng,21,1
97,ng,21,1
98,ng,21,1
99,ng,21,1
100,ng,21,1
101,ng,21,1
102,ng,21,1
103,ng,21,1
104,ng,21,1
105,ng,21,1
106,ng,21,1
107,ng,21,1
