l,t,n,sc,sc_line
31,1,1,7,1
31,1,1,8,1
31,1,1,9,1
31,1,1,10,1
31,1,1,11,1
31,1,1,12,1
31,1,1,13,1
31,1,1,14,1
31,1,1,15,1
31,1,1,16,1
31,1,1,17,1
31,1,1,18,1
31,1,1,19,1
31,1,1,20,1
31,1,1,21,1
31,1,1,22,1
31,1,1,23,1
31,1,1,24,1
31,1,1,25,1
31,1,1,26,1
31,1,1,27,1
31,1,1,28,1
31,1,1,29,1
31,1,1,30,1
31,1,1,31,1
31,1,1,32,1
31,1,1,33,1
31,1,1,34,1
31,1,1,35,1
31,1,1,36,1
31,1,1,37,1
31,1,1,38,1
31,1,1,39,1
31,1,1,40,1
31,1,1,41,1
31,1,1,42,1
31,1,1,43,1
31,1,1,44,1
31,1,1,45,1
31,1,1,46,1
31,1,1,47,1
31,1,1,48,1
31,1,1,49,1
31,1,1,50,1
31,1,1,51,1
31,1,1,52,1
31,1,1,53,1
31,1,1,54,1
31,1,1,55,1
31,1,1,56,1
31,1,1,57,1
31,1,1,58,1
31,1,1,59,1
31,1,1,60,1
31,1,2,0,1
31,1,2,1,1
31,1,2,2,1
31,1,2,3,1
31,1,2,4,1
31,1,2,5,1
31,1,2,6,1
31,1,2,7,1
31,1,2,8,1
31,1,2,9,1
31,1,2,10,1
31,1,2,11,1
31,1,2,12,1
31,1,2,13,1
31,1,2,14,1
31,1,2,15,1
31,1,2,16,1
31,1,2,17,1
31,1,2,18,1
31,1,2,19,1
31,1,2,20,1
31,1,2,21,1
31,1,2,22,1
31,1,2,23,1
31,1,2,24,1
31,1,2,25,1
31,1,2,26,1
31,1,2,27,1
31,1,2,28,1
31,1,2,29,1
31,1,2,30,1
31,1,2,31,1
31,1,2,32,1
31,1,2,33,1
31,1,2,34,1
31,1,2,35,1
31,1,2,36,1
31,1,2,37,1
31,1,2,38,1
31,1,2,39,1
31,1,2,40,1
31,1,2,41,1
31,1,2,42,1
31,1,2,43,1
31,1,2,44,1
31,1,2,45,1
31,1,2,46,1
31,1,2,47,1
31,1,2,48,1
31,1,2,49,1
31,1,2,50,1
31,1,2,51,1
31,1,2,52,1
31,1,2,53,1
31,1,2,54,1
31,1,2,55,1
31,1,2,56,1
31,1,2,57,1
31,1,2,58,1
31,1,2,59,1
31,1,2,60,1
31,2,1,0,1
31,2,1,1,1
31,2,1,2,1
31,2,1,3,1
31,2,1,4,1
31,2,1,5,1
31,2,1,6,1
31,2,1,7,1
31,2,1,8,1
31,2,1,9,1
31,2,1,10,1
31,2,1,11,1
31,2,1,12,1
31,2,1,13,1
31,2,1,14,1
31,2,1,15,1
31,2,1,16,1
31,2,1,17,1
31,2,1,18,1
31,2,1,19,1
31,2,1,20,1
31,2,1,21,1
31,2,1,22,1
31,2,1,23,1
31,2,1,24,1
31,2,1,25,1
31,2,1,26,1
31,2,1,27,1
31,2,1,28,1
31,2,1,29,1
31,2,1,30,1
31,2,1,31,1
31,2,1,32,1
31,2,1,33,1
31,2,1,34,1
31,2,1,35,1
31,2,1,36,1
31,2,1,37,1
31,2,1,38,1
31,2,1,39,1
31,2,1,40,1
31,2,1,41,1
31,2,1,42,1
31,2,1,43,1
31,2,1,44,1
31,2,1,45,1
31,2,1,46,1
31,2,1,47,1
31,2,1,48,1
31,2,1,49,1
31,2,1,50,1
31,2,1,51,1
31,2,1,52,1
31,2,1,53,1
31,2,1,54,1
31,2,1,55,1
31,2,1,56,1
31,2,1,57,1
31,2,1,58,1
31,2,1,59,1
31,2,1,60,1
31,2,2,0,1
31,2,2,1,1
31,2,2,2,1
31,2,2,3,1
31,2,2,4,1
31,2,2,5,1
31,2,2,6,1
31,2,2,7,1
31,2,2,8,1
31,2,2,9,1
31,2,2,10,1
31,2,2,11,1
31,2,2,12,1
31,2,2,13,1
31,2,2,14,1
31,2,2,15,1
31,2,2,16,1
31,2,2,17,1
31,2,2,18,1
31,2,2,19,1
31,2,2,20,1
31,2,2,21,1
31,2,2,22,1
31,2,2,23,1
31,2,2,24,1
31,2,2,25,1
31,2,2,26,1
31,2,2,27,1
31,2,2,28,1
31,2,2,29,1
31,2,2,30,1
31,2,2,31,1
31,2,2,32,1
31,2,2,33,1
31,2,2,34,1
31,2,2,35,1
31,2,2,36,1
31,2,2,37,1
31,2,2,38,1
31,2,2,39,1
31,2,2,40,1
31,2,2,41,1
31,2,2,42,1
31,2,2,43,1
31,2,2,44,1
31,2,2,45,1
31,2,2,46,1
31,2,2,47,1
31,2,2,48,1
31,2,2,49,1
31,2,2,50,1
31,2,2,51,1
31,2,2,52,1
31,2,2,53,1
31,2,2,54,1
31,2,2,55,1
31,2,2,56,1
31,2,2,57,1
31,2,2,58,1
31,2,2,59,1
31,2,2,60,1
32,1,1,0,1
32,1,1,1,1
32,1,1,2,1
32,1,1,3,1
32,1,1,4,1
32,1,1,5,1
32,1,1,6,1
32,1,1,7,1
32,1,1,8,1
32,1,1,9,1
32,1,1,10,1
32,1,1,11,1
32,1,1,12,1
32,1,1,13,1
32,1,1,14,1
32,1,1,15,1
32,1,1,16,1
32,1,1,17,1
32,1,1,18,1
32,1,1,19,1
32,1,1,20,1
32,1,1,21,1
32,1,1,22,1
32,1,1,23,1
32,1,1,24,1
32,1,1,25,1
32,1,1,26,1
32,1,1,27,1
32,1,1,28,1
32,1,1,29,1
32,1,1,30,1
32,1,1,31,1
32,1,1,32,1
32,1,1,33,1
32,1,1,34,1
32,1,1,35,1
32,1,1,36,1
32,1,1,37,1
32,1,1,38,1
32,1,1,39,1
32,1,1,40,1
32,1,1,41,1
32,1,1,42,1
32,1,1,43,1
32,1,1,44,1
32,1,1,45,1
32,1,1,46,1
32,1,1,47,1
32,1,1,48,1
32,1,1,49,1
32,1,1,50,1
32,1,1,51,1
32,1,1,52,1
32,1,1,53,1
32,1,1,54,1
32,1,1,55,1
32,1,1,56,1
32,1,1,57,1
32,1,1,58,1
32,1,1,59,1
32,1,1,60,1
32,1,2,0,1
32,1,2,1,1
32,1,2,2,1
32,1,2,3,1
32,1,2,4,1
32,1,2,5,1
32,1,2,6,1
32,1,2,7,1
32,1,2,8,1
32,1,2,9,1
32,1,2,10,1
32,1,2,11,1
32,1,2,12,1
32,1,2,13,1
32,1,2,14,1
32,1,2,15,1
32,1,2,16,1
32,1,2,17,1
32,1,2,18,1
32,1,2,19,1
32,1,2,20,1
32,1,2,21,1
32,1,2,22,1
32,1,2,23,1
32,1,2,24,1
32,1,2,25,1
32,1,2,26,1
32,1,2,27,1
32,1,2,28,1
32,1,2,29,1
32,1,2,30,1
32,1,2,31,1
32,1,2,32,1
32,1,2,33,1
32,1,2,34,1
32,1,2,35,1
32,1,2,36,1
32,1,2,37,1
32,1,2,38,1
32,1,2,39,1
32,1,2,40,1
32,1,2,41,1
32,1,2,42,1
32,1,2,43,1
32,1,2,44,1
32,1,2,45,1
32,1,2,46,1
32,1,2,47,1
32,1,2,48,1
32,1,2,49,1
32,1,2,50,1
32,1,2,51,1
32,1,2,52,1
32,1,2,53,1
32,1,2,54,1
32,1,2,55,1
32,1,2,56,1
32,1,2,57,1
32,1,2,58,1
32,1,2,59,1
32,1,2,60,1
32,2,1,0,1
32,2,1,1,1
32,2,1,2,1
32,2,1,3,1
32,2,1,4,1
32,2,1,5,1
32,2,1,6,1
32,2,1,7,1
32,2,1,8,1
32,2,1,9,1
32,2,1,10,1
32,2,1,11,1
32,2,1,12,1
32,2,1,13,1
32,2,1,14,1
32,2,1,15,1
32,2,1,16,1
32,2,1,17,1
32,2,1,18,1
32,2,1,19,1
32,2,1,20,1
32,2,1,21,1
32,2,1,22,1
32,2,1,23,1
32,2,1,24,1
32,2,1,25,1
32,2,1,26,1
32,2,1,27,1
32,2,1,28,1
32,2,1,29,1
32,2,1,30,1
32,2,1,31,1
32,2,1,32,1
32,2,1,33,1
32,2,1,34,1
32,2,1,35,1
32,2,1,36,1
32,2,1,37,1
32,2,1,38,1
32,2,1,39,1
32,2,1,40,1
32,2,1,41,1
32,2,1,42,1
32,2,1,43,1
32,2,1,44,1
32,2,1,45,1
32,2,1,46,1
32,2,1,47,1
32,2,1,48,1
32,2,1,49,1
32,2,1,50,1
32,2,1,51,1
32,2,1,52,1
32,2,1,53,1
32,2,1,54,1
32,2,1,55,1
32,2,1,56,1
32,2,1,57,1
32,2,1,58,1
32,2,1,59,1
32,2,1,60,1
32,2,2,0,1
32,2,2,1,1
32,2,2,2,1
32,2,2,3,1
32,2,2,4,1
32,2,2,5,1
32,2,2,6,1
32,2,2,7,1
32,2,2,8,1
32,2,2,9,1
32,2,2,10,1
32,2,2,11,1
32,2,2,12,1
32,2,2,13,1
32,2,2,14,1
32,2,2,15,1
32,2,2,16,1
32,2,2,17,1
32,2,2,18,1
32,2,2,19,1
32,2,2,20,1
32,2,2,21,1
32,2,2,22,1
32,2,2,23,1
32,2,2,24,1
32,2,2,25,1
32,2,2,26,1
32,2,2,27,1
32,2,2,28,1
32,2,2,29,1
32,2,2,30,1
32,2,2,31,1
32,2,2,32,1
32,2,2,33,1
32,2,2,34,1
32,2,2,35,1
32,2,2,36,1
32,2,2,37,1
32,2,2,38,1
32,2,2,39,1
32,2,2,40,1
32,2,2,41,1
32,2,2,42,1
32,2,2,43,1
32,2,2,44,1
32,2,2,45,1
32,2,2,46,1
32,2,2,47,1
32,2,2,48,1
32,2,2,49,1
32,2,2,50,1
32,2,2,51,1
32,2,2,52,1
32,2,2,53,1
32,2,2,54,1
32,2,2,55,1
32,2,2,56,1
32,2,2,57,1
32,2,2,58,1
32,2,2,59,1
32,2,2,60,1
33,1,1,0,1
33,1,1,1,1
33,1,1,2,1
33,1,1,3,1
33,1,1,4,1
33,1,1,5,1
33,1,1,6,1
33,1,1,7,1
33,1,1,8,1
33,1,1,9,1
33,1,1,10,1
33,1,1,11,1
33,1,1,12,1
33,1,1,13,1
33,1,1,14,1
33,1,1,15,1
33,1,1,16,1
33,1,1,17,1
33,1,1,18,1
33,1,1,19,1
33,1,1,20,1
33,1,1,21,1
33,1,1,22,1
33,1,1,23,1
33,1,1,24,1
33,1,1,25,1
33,1,1,26,1
33,1,1,27,1
33,1,1,28,1
33,1,1,29,1
33,1,1,30,1
33,1,1,31,1
33,1,1,32,1
33,1,1,33,1
33,1,1,34,1
33,1,1,35,1
33,1,1,36,1
33,1,1,37,1
33,1,1,38,1
33,1,1,39,1
33,1,1,40,1
33,1,1,41,1
33,1,1,42,1
33,1,1,43,1
33,1,1,44,1
33,1,1,45,1
33,1,1,46,1
33,1,1,47,1
33,1,1,48,1
33,1,1,49,1
33,1,1,50,1
33,1,1,51,1
33,1,1,52,1
33,1,1,53,1
33,1,1,54,1
33,1,1,55,1
33,1,1,56,1
33,1,1,57,1
33,1,1,58,1
33,1,1,59,1
33,1,1,60,1
33,1,2,0,1
33,1,2,1,1
33,1,2,2,1
33,1,2,3,1
33,1,2,4,1
33,1,2,5,1
33,1,2,6,1
33,1,2,7,1
33,1,2,8,1
33,1,2,9,1
33,1,2,10,1
33,1,2,11,1
33,1,2,12,1
33,1,2,13,1
33,1,2,14,1
33,1,2,15,1
33,1,2,16,1
33,1,2,17,1
33,1,2,18,1
33,1,2,19,1
33,1,2,20,1
33,1,2,21,1
33,1,2,22,1
33,1,2,23,1
33,1,2,24,1
33,1,2,25,1
33,1,2,26,1
33,1,2,27,1
33,1,2,28,1
33,1,2,29,1
33,1,2,30,1
33,1,2,31,1
33,1,2,32,1
33,1,2,33,1
33,1,2,34,1
33,1,2,35,1
33,1,2,36,1
33,1,2,37,1
33,1,2,38,1
33,1,2,39,1
33,1,2,40,1
33,1,2,41,1
33,1,2,42,1
33,1,2,43,1
33,1,2,44,1
33,1,2,45,1
33,1,2,46,1
33,1,2,47,1
33,1,2,48,1
33,1,2,49,1
33,1,2,50,1
33,1,2,51,1
33,1,2,52,1
33,1,2,53,1
33,1,2,54,1
33,1,2,55,1
33,1,2,56,1
33,1,2,57,1
33,1,2,58,1
33,1,2,59,1
33,1,2,60,1
33,2,1,0,1
33,2,1,1,1
33,2,1,2,1
33,2,1,3,1
33,2,1,4,1
33,2,1,5,1
33,2,1,6,1
33,2,1,7,1
33,2,1,8,1
33,2,1,9,1
33,2,1,10,1
33,2,1,11,1
33,2,1,12,1
33,2,1,13,1
33,2,1,14,1
33,2,1,15,1
33,2,1,16,1
33,2,1,17,1
33,2,1,18,1
33,2,1,19,1
33,2,1,20,1
33,2,1,21,1
33,2,1,22,1
33,2,1,23,1
33,2,1,24,1
33,2,1,25,1
33,2,1,26,1
33,2,1,27,1
33,2,1,28,1
33,2,1,29,1
33,2,1,30,1
33,2,1,31,1
33,2,1,32,1
33,2,1,33,1
33,2,1,34,1
33,2,1,35,1
33,2,1,36,1
33,2,1,37,1
33,2,1,38,1
33,2,1,39,1
33,2,1,40,1
33,2,1,41,1
33,2,1,42,1
33,2,1,43,1
33,2,1,44,1
33,2,1,45,1
33,2,1,46,1
33,2,1,47,1
33,2,1,48,1
33,2,1,49,1
33,2,1,50,1
33,2,1,51,1
33,2,1,52,1
33,2,1,53,1
33,2,1,54,1
33,2,1,55,1
33,2,1,56,1
33,2,1,57,1
33,2,1,58,1
33,2,1,59,1
33,2,1,60,1
33,2,2,0,1
33,2,2,1,1
33,2,2,2,1
33,2,2,3,1
33,2,2,4,1
33,2,2,5,1
33,2,2,6,1
33,2,2,7,1
33,2,2,8,1
33,2,2,9,1
33,2,2,10,1
33,2,2,11,1
33,2,2,12,1
33,2,2,13,1
33,2,2,14,1
33,2,2,15,1
33,2,2,16,1
33,2,2,17,1
33,2,2,18,1
33,2,2,19,1
33,2,2,20,1
33,2,2,21,1
33,2,2,22,1
33,2,2,23,1
33,2,2,24,1
33,2,2,25,1
33,2,2,26,1
33,2,2,27,1
33,2,2,28,1
33,2,2,29,1
33,2,2,30,1
33,2,2,31,1
33,2,2,32,1
33,2,2,33,1
33,2,2,34,1
33,2,2,35,1
33,2,2,36,1
33,2,2,37,1
33,2,2,38,1
33,2,2,39,1
33,2,2,40,1
33,2,2,41,1
33,2,2,42,1
33,2,2,43,1
33,2,2,44,1
33,2,2,45,1
33,2,2,46,1
33,2,2,47,1
33,2,2,48,1
33,2,2,49,1
33,2,2,50,1
33,2,2,51,1
33,2,2,52,1
33,2,2,53,1
33,2,2,54,1
33,2,2,55,1
33,2,2,56,1
33,2,2,57,1
33,2,2,58,1
33,2,2,59,1
33,2,2,60,1
34,1,1,0,1
34,1,1,1,1
34,1,1,2,1
34,1,1,3,1
34,1,1,4,1
34,1,1,5,1
34,1,1,6,1
34,1,1,7,1
34,1,1,8,1
34,1,1,9,1
34,1,1,10,1
34,1,1,11,1
34,1,1,12,1
34,1,1,13,1
34,1,1,14,1
34,1,1,15,1
34,1,1,16,1
34,1,1,17,1
34,1,1,18,1
34,1,1,19,1
34,1,1,20,1
34,1,1,21,1
34,1,1,22,1
34,1,1,23,1
34,1,1,24,1
34,1,1,25,1
34,1,1,26,1
34,1,1,27,1
34,1,1,28,1
34,1,1,29,1
34,1,1,30,1
34,1,1,31,1
34,1,1,32,1
34,1,1,33,1
34,1,1,34,1
34,1,1,35,1
34,1,1,36,1
34,1,1,37,1
34,1,1,38,1
34,1,1,39,1
34,1,1,40,1
34,1,1,41,1
34,1,1,42,1
34,1,1,43,1
34,1,1,44,1
34,1,1,45,1
34,1,1,46,1
34,1,1,47,1
34,1,1,48,1
34,1,1,49,1
34,1,1,50,1
34,1,1,51,1
34,1,1,52,1
34,1,1,53,1
34,1,1,54,1
34,1,1,55,1
34,1,1,56,1
34,1,1,57,1
34,1,1,58,1
34,1,1,59,1
34,1,1,60,1
34,1,2,0,1
34,1,2,1,1
34,1,2,2,1
34,1,2,3,1
34,1,2,4,1
34,1,2,5,1
34,1,2,6,1
34,1,2,7,1
34,1,2,8,1
34,1,2,9,1
34,1,2,10,1
34,1,2,11,1
34,1,2,12,1
34,1,2,13,1
34,1,2,14,1
34,1,2,15,1
34,1,2,16,1
34,1,2,17,1
34,1,2,18,1
34,1,2,19,1
34,1,2,20,1
34,1,2,21,1
34,1,2,22,1
34,1,2,23,1
34,1,2,24,1
34,1,2,25,1
34,1,2,26,1
34,1,2,27,1
34,1,2,28,1
34,1,2,29,1
34,1,2,30,1
34,1,2,31,1
34,1,2,32,1
34,1,2,33,1
34,1,2,34,1
34,1,2,35,1
34,1,2,36,1
34,1,2,37,1
34,1,2,38,1
34,1,2,39,1
34,1,2,40,1
34,1,2,41,1
34,1,2,42,1
34,1,2,43,1
34,1,2,44,1
34,1,2,45,1
34,1,2,46,1
34,1,2,47,1
34,1,2,48,1
34,1,2,49,1
34,1,2,50,1
34,1,2,51,1
34,1,2,52,1
34,1,2,53,1
34,1,2,54,1
34,1,2,55,1
34,1,2,56,1
34,1,2,57,1
34,1,2,58,1
34,1,2,59,1
34,1,2,60,1
34,2,1,0,1
34,2,1,1,1
34,2,1,2,1
34,2,1,3,1
34,2,1,4,1
34,2,1,5,1
34,2,1,6,1
34,2,1,7,1
34,2,1,8,1
34,2,1,9,1
34,2,1,10,1
34,2,1,11,1
34,2,1,12,1
34,2,1,13,1
34,2,1,14,1
34,2,1,15,1
34,2,1,16,1
34,2,1,17,1
34,2,1,18,1
34,2,1,19,1
34,2,1,20,1
34,2,1,21,1
34,2,1,22,1
34,2,1,23,1
34,2,1,24,1
34,2,1,25,1
34,2,1,26,1
34,2,1,27,1
34,2,1,28,1
34,2,1,29,1
34,2,1,30,1
34,2,1,31,1
34,2,1,32,1
34,2,1,33,1
34,2,1,34,1
34,2,1,35,1
34,2,1,36,1
34,2,1,37,1
34,2,1,38,1
34,2,1,39,1
34,2,1,40,1
34,2,1,41,1
34,2,1,42,1
34,2,1,43,1
34,2,1,44,1
34,2,1,45,1
34,2,1,46,1
34,2,1,47,1
34,2,1,48,1
34,2,1,49,1
34,2,1,50,1
34,2,1,51,1
34,2,1,52,1
34,2,1,53,1
34,2,1,54,1
34,2,1,55,1
34,2,1,56,1
34,2,1,57,1
34,2,1,58,1
34,2,1,59,1
34,2,1,60,1
34,2,2,0,1
34,2,2,1,1
34,2,2,2,1
34,2,2,3,1
34,2,2,4,1
34,2,2,5,1
34,2,2,6,1
34,2,2,7,1
34,2,2,8,1
34,2,2,9,1
34,2,2,10,1
34,2,2,11,1
34,2,2,12,1
34,2,2,13,1
34,2,2,14,1
34,2,2,15,1
34,2,2,16,1
34,2,2,17,1
34,2,2,18,1
34,2,2,19,1
34,2,2,20,1
34,2,2,21,1
34,2,2,22,1
34,2,2,23,1
34,2,2,24,1
34,2,2,25,1
34,2,2,26,1
34,2,2,27,1
34,2,2,28,1
34,2,2,29,1
34,2,2,30,1
34,2,2,31,1
34,2,2,32,1
34,2,2,33,1
34,2,2,34,1
34,2,2,35,1
34,2,2,36,1
34,2,2,37,1
34,2,2,38,1
34,2,2,39,1
34,2,2,40,1
34,2,2,41,1
34,2,2,42,1
34,2,2,43,1
34,2,2,44,1
34,2,2,45,1
34,2,2,46,1
34,2,2,47,1
34,2,2,48,1
34,2,2,49,1
34,2,2,50,1
34,2,2,51,1
34,2,2,52,1
34,2,2,53,1
34,2,2,54,1
34,2,2,55,1
34,2,2,56,1
34,2,2,57,1
34,2,2,58,1
34,2,2,59,1
34,2,2,60,1
35,1,1,0,1
35,1,1,1,1
35,1,1,2,1
35,1,1,3,1
35,1,1,4,1
35,1,1,5,1
35,1,1,6,1
35,1,1,7,1
35,1,1,8,1
35,1,1,9,1
35,1,1,10,1
35,1,1,11,1
35,1,1,12,1
35,1,1,13,1
35,1,1,14,1
35,1,1,15,1
35,1,1,16,1
35,1,1,17,1
35,1,1,18,1
35,1,1,19,1
35,1,1,20,1
35,1,1,21,1
35,1,1,22,1
35,1,1,23,1
35,1,1,24,1
35,1,1,25,1
35,1,1,26,1
35,1,1,27,1
35,1,1,28,1
35,1,1,29,1
35,1,1,30,1
35,1,1,31,1
35,1,1,32,1
35,1,1,33,1
35,1,1,34,1
35,1,1,35,1
35,1,1,36,1
35,1,1,37,1
35,1,1,38,1
35,1,1,39,1
35,1,1,40,1
35,1,1,41,1
35,1,1,42,1
35,1,1,43,1
35,1,1,44,1
35,1,1,45,1
35,1,1,46,1
35,1,1,47,1
35,1,1,48,1
35,1,1,49,1
35,1,1,50,1
35,1,1,51,1
35,1,1,52,1
35,1,1,53,1
35,1,1,54,1
35,1,1,55,1
35,1,1,56,1
35,1,1,57,1
35,1,1,58,1
35,1,1,59,1
35,1,1,60,1
35,1,2,0,1
35,1,2,1,1
35,1,2,2,1
35,1,2,3,1
35,1,2,4,1
35,1,2,5,1
35,1,2,6,1
35,1,2,7,1
35,1,2,8,1
35,1,2,9,1
35,1,2,10,1
35,1,2,11,1
35,1,2,12,1
35,1,2,13,1
35,1,2,14,1
35,1,2,15,1
35,1,2,16,1
35,1,2,17,1
35,1,2,18,1
35,1,2,19,1
35,1,2,20,1
35,1,2,21,1
35,1,2,22,1
35,1,2,23,1
35,1,2,24,1
35,1,2,25,1
35,1,2,26,1
35,1,2,27,1
35,1,2,28,1
35,1,2,29,1
35,1,2,30,1
35,1,2,31,1
35,1,2,32,1
35,1,2,33,1
35,1,2,34,1
35,1,2,35,1
35,1,2,36,1
35,1,2,37,1
35,1,2,38,1
35,1,2,39,1
35,1,2,40,1
35,1,2,41,1
35,1,2,42,1
35,1,2,43,1
35,1,2,44,1
35,1,2,45,1
35,1,2,46,1
35,1,2,47,1
35,1,2,48,1
35,1,2,49,1
35,1,2,50,1
35,1,2,51,1
35,1,2,52,1
35,1,2,53,1
35,1,2,54,1
35,1,2,55,1
35,1,2,56,1
35,1,2,57,1
35,1,2,58,1
35,1,2,59,1
35,1,2,60,1
35,2,1,0,1
35,2,1,1,1
35,2,1,2,1
35,2,1,3,1
35,2,1,4,1
35,2,1,5,1
35,2,1,6,1
35,2,1,7,1
35,2,1,8,1
35,2,1,9,1
35,2,1,10,1
35,2,1,11,1
35,2,1,12,1
35,2,1,13,1
35,2,1,14,1
35,2,1,15,1
35,2,1,16,1
35,2,1,17,1
35,2,1,18,1
35,2,1,19,1
35,2,1,20,1
35,2,1,21,1
35,2,1,22,1
35,2,1,23,1
35,2,1,24,1
35,2,1,25,1
35,2,1,26,1
35,2,1,27,1
35,2,1,28,1
35,2,1,29,1
35,2,1,30,1
35,2,1,31,1
35,2,1,32,1
35,2,1,33,1
35,2,1,34,1
35,2,1,35,1
35,2,1,36,1
35,2,1,37,1
35,2,1,38,1
35,2,1,39,1
35,2,1,40,1
35,2,1,41,1
35,2,1,42,1
35,2,1,43,1
35,2,1,44,1
35,2,1,45,1
35,2,1,46,1
35,2,1,47,1
35,2,1,48,1
35,2,1,49,1
35,2,1,50,1
35,2,1,51,1
35,2,1,52,1
35,2,1,53,1
35,2,1,54,1
35,2,1,55,1
35,2,1,56,1
35,2,1,57,1
35,2,1,58,1
35,2,1,59,1
35,2,1,60,1
35,2,2,0,1
35,2,2,1,1
35,2,2,2,1
35,2,2,3,1
35,2,2,4,1
35,2,2,5,1
35,2,2,6,1
35,2,2,7,1
35,2,2,8,1
35,2,2,9,1
35,2,2,10,1
35,2,2,11,1
35,2,2,12,1
35,2,2,13,1
35,2,2,14,1
35,2,2,15,1
35,2,2,16,1
35,2,2,17,1
35,2,2,18,1
35,2,2,19,1
35,2,2,20,1
35,2,2,21,1
35,2,2,22,1
35,2,2,23,1
35,2,2,24,1
35,2,2,25,1
35,2,2,26,1
35,2,2,27,1
35,2,2,28,1
35,2,2,29,1
35,2,2,30,1
35,2,2,31,1
35,2,2,32,1
35,2,2,33,1
35,2,2,34,1
35,2,2,35,1
35,2,2,36,1
35,2,2,37,1
35,2,2,38,1
35,2,2,39,1
35,2,2,40,1
35,2,2,41,1
35,2,2,42,1
35,2,2,43,1
35,2,2,44,1
35,2,2,45,1
35,2,2,46,1
35,2,2,47,1
35,2,2,48,1
35,2,2,49,1
35,2,2,50,1
35,2,2,51,1
35,2,2,52,1
35,2,2,53,1
35,2,2,54,1
35,2,2,55,1
35,2,2,56,1
35,2,2,57,1
35,2,2,58,1
35,2,2,59,1
35,2,2,60,1
36,1,1,0,1
36,1,1,1,1
36,1,1,2,1
36,1,1,3,1
36,1,1,4,1
36,1,1,5,1
36,1,1,6,1
36,1,1,7,1
36,1,1,8,1
36,1,1,9,1
36,1,1,10,1
36,1,1,11,1
36,1,1,12,1
36,1,1,13,1
36,1,1,14,1
36,1,1,15,1
36,1,1,16,1
36,1,1,17,1
36,1,1,18,1
36,1,1,19,1
36,1,1,20,1
36,1,1,21,1
36,1,1,22,1
36,1,1,23,1
36,1,1,24,1
36,1,1,25,1
36,1,1,26,1
36,1,1,27,1
36,1,1,28,1
36,1,1,29,1
36,1,1,30,1
36,1,1,31,1
36,1,1,32,1
36,1,1,33,1
36,1,1,34,1
36,1,1,35,1
36,1,1,36,1
36,1,1,37,1
36,1,1,38,1
36,1,1,39,1
36,1,1,40,1
36,1,1,41,1
36,1,1,42,1
36,1,1,43,1
36,1,1,44,1
36,1,1,45,1
36,1,1,46,1
36,1,1,47,1
36,1,1,48,1
36,1,1,49,1
36,1,1,50,1
36,1,1,51,1
36,1,1,52,1
36,1,1,53,1
36,1,1,54,1
36,1,1,55,1
36,1,1,56,1
36,1,1,57,1
36,1,1,58,1
36,1,1,59,1
36,1,1,60,1
36,1,2,0,1
36,1,2,1,1
36,1,2,2,1
36,1,2,3,1
36,1,2,4,1
36,1,2,5,1
36,1,2,6,1
36,1,2,7,1
36,1,2,8,1
36,1,2,9,1
36,1,2,10,1
36,1,2,11,1
36,1,2,12,1
36,1,2,13,1
36,1,2,14,1
36,1,2,15,1
36,1,2,16,1
36,1,2,17,1
36,1,2,18,1
36,1,2,19,1
36,1,2,20,1
36,1,2,21,1
36,1,2,22,1
36,1,2,23,1
36,1,2,24,1
36,1,2,25,1
36,1,2,26,1
36,1,2,27,1
36,1,2,28,1
36,1,2,29,1
36,1,2,30,1
36,1,2,31,1
36,1,2,32,1
36,1,2,33,1
36,1,2,34,1
36,1,2,35,1
36,1,2,36,1
36,1,2,37,1
36,1,2,38,1
36,1,2,39,1
36,1,2,40,1
36,1,2,41,1
36,1,2,42,1
36,1,2,43,1
36,1,2,44,1
36,1,2,45,1
36,1,2,46,1
36,1,2,47,1
36,1,2,48,1
36,1,2,49,1
36,1,2,50,1
36,1,2,51,1
36,1,2,52,1
36,1,2,53,1
36,1,2,54,1
36,1,2,55,1
36,1,2,56,1
36,1,2,57,1
36,1,2,58,1
36,1,2,59,1
36,1,2,60,1
36,2,1,0,1
36,2,1,1,1
36,2,1,2,1
36,2,1,3,1
36,2,1,4,1
36,2,1,5,1
36,2,1,6,1
36,2,1,7,1
36,2,1,8,1
36,2,1,9,1
36,2,1,10,1
36,2,1,11,1
36,2,1,12,1
36,2,1,13,1
36,2,1,14,1
36,2,1,15,1
36,2,1,16,1
36,2,1,17,1
36,2,1,18,1
36,2,1,19,1
36,2,1,20,1
36,2,1,21,1
36,2,1,22,1
36,2,1,23,1
36,2,1,24,1
36,2,1,25,1
36,2,1,26,1
36,2,1,27,1
36,2,1,28,1
36,2,1,29,1
36,2,1,30,1
36,2,1,31,1
36,2,1,32,1
36,2,1,33,1
36,2,1,34,1
36,2,1,35,1
36,2,1,36,1
36,2,1,37,1
36,2,1,38,1
36,2,1,39,1
36,2,1,40,1
36,2,1,41,1
36,2,1,42,1
36,2,1,43,1
36,2,1,44,1
36,2,1,45,1
36,2,1,46,1
36,2,1,47,1
36,2,1,48,1
36,2,1,49,1
36,2,1,50,1
36,2,1,51,1
36,2,1,52,1
36,2,1,53,1
36,2,1,54,1
36,2,1,55,1
36,2,1,56,1
36,2,1,57,1
36,2,1,58,1
36,2,1,59,1
36,2,1,60,1
36,2,2,0,1
36,2,2,1,1
