i,t,n,b,CPF
73,2,2,1,0.778
73,2,2,2,0.791
73,2,2,3,0.277
73,2,2,4,0.478
74,1,1,1,0.642
74,1,1,2,0.738
74,1,1,3,0.676
74,1,1,4,0.797
74,1,2,1,0.204
74,1,2,2,0.524
74,1,2,3,0.652
74,1,2,4,0.221
74,2,1,1,0.355
74,2,1,2,0.245
74,2,1,3,0.75
74,2,1,4,0.773
74,2,2,1,0.532
74,2,2,2,0.413
74,2,2,3,0.594
74,2,2,4,0.768
75,1,1,1,0.296
75,1,1,2,0.389
75,1,1,3,0.643
75,1,1,4,0.577
75,1,2,1,0.392
75,1,2,2,0.758
75,1,2,3,0.422
75,1,2,4,0.464
75,2,1,1,0.767
75,2,1,2,0.327
75,2,1,3,0.742
75,2,1,4,0.661
75,2,2,1,0.4
75,2,2,2,0.244
75,2,2,3,0.217
75,2,2,4,0.636
76,1,1,1,0.397
76,1,1,2,0.239
76,1,1,3,0.403
76,1,1,4,0.334
76,1,2,1,0.16
76,1,2,2,0.678
76,1,2,3,0.115
76,1,2,4,0.253
76,2,1,1,0.309
76,2,1,2,0.728
76,2,1,3,0.731
76,2,1,4,0.111
76,2,2,1,0.175
76,2,2,2,0.384
76,2,2,3,0.138
76,2,2,4,0.173
77,1,1,1,0.366
77,1,1,2,0.573
77,1,1,3,0.337
77,1,1,4,0.638
77,1,2,1,0.764
77,1,2,2,0.606
77,1,2,3,0.366
77,1,2,4,0.645
77,2,1,1,0.72
77,2,1,2,0.543
77,2,1,3,0.426
77,2,1,4,0.481
77,2,2,1,0.591
77,2,2,2,0.678
77,2,2,3,0.256
77,2,2,4,0.342
78,1,1,1,0.378
78,1,1,2,0.684
78,1,1,3,0.581
78,1,1,4,0.404
78,1,2,1,0.341
78,1,2,2,0.67
78,1,2,3,0.681
78,1,2,4,0.407
78,2,1,1,0.593
78,2,1,2,0.181
78,2,1,3,0.53
78,2,1,4,0.322
78,2,2,1,0.111
78,2,2,2,0.351
78,2,2,3,0.388
78,2,2,4,0.782
79,1,1,1,0.296
79,1,1,2,0.519
79,1,1,3,0.1
79,1,1,4,0.282
79,1,2,1,0.694
79,1,2,2,0.191
79,1,2,3,0.165
79,1,2,4,0.113
79,2,1,1,0.333
79,2,1,2,0.574
79,2,1,3,0.358
79,2,1,4,0.689
79,2,2,1,0.762
79,2,2,2,0.349
79,2,2,3,0.17
79,2,2,4,0.244
80,1,1,1,0.656
80,1,1,2,0.244
80,1,1,3,0.507
80,1,1,4,0.412
80,1,2,1,0.328
80,1,2,2,0.795
80,1,2,3,0.545
80,1,2,4,0.331
80,2,1,1,0.291
80,2,1,2,0.756
80,2,1,3,0.609
80,2,1,4,0.242
80,2,2,1,0.743
80,2,2,2,0.37
80,2,2,3,0.497
80,2,2,4,0.758
81,1,1,1,0.145
81,1,1,2,0.206
81,1,1,3,0.25
81,1,1,4,0.708
81,1,2,1,0.418
81,1,2,2,0.419
81,1,2,3,0.273
81,1,2,4,0.595
81,2,1,1,0.577
81,2,1,2,0.785
81,2,1,3,0.185
81,2,1,4,0.548
81,2,2,1,0.505
81,2,2,2,0.285
81,2,2,3,0.661
81,2,2,4,0.193
82,1,1,1,0.707
82,1,1,2,0.575
82,1,1,3,0.415
82,1,1,4,0.343
82,1,2,1,0.142
82,1,2,2,0.312
82,1,2,3,0.673
82,1,2,4,0.135
82,2,1,1,0.225
82,2,1,2,0.141
82,2,1,3,0.324
82,2,1,4,0.118
82,2,2,1,0.238
82,2,2,2,0.317
82,2,2,3,0.721
82,2,2,4,0.225
83,1,1,1,0.602
83,1,1,2,0.434
83,1,1,3,0.131
83,1,1,4,0.741
83,1,2,1,0.738
83,1,2,2,0.192
83,1,2,3,0.542
83,1,2,4,0.648
83,2,1,1,0.607
83,2,1,2,0.64
83,2,1,3,0.659
83,2,1,4,0.717
83,2,2,1,0.143
83,2,2,2,0.235
83,2,2,3,0.782
83,2,2,4,0.706
84,1,1,1,0.148
84,1,1,2,0.424
84,1,1,3,0.167
84,1,1,4,0.187
84,1,2,1,0.3
84,1,2,2,0.715
84,1,2,3,0.137
84,1,2,4,0.368
84,2,1,1,0.43
84,2,1,2,0.65
84,2,1,3,0.798
84,2,1,4,0.326
84,2,2,1,0.146
84,2,2,2,0.569
84,2,2,3,0.337
84,2,2,4,0.754
85,1,1,1,0.726
85,1,1,2,0.339
85,1,1,3,0.669
85,1,1,4,0.778
85,1,2,1,0.783
85,1,2,2,0.615
85,1,2,3,0.687
85,1,2,4,0.145
85,2,1,1,0.38
85,2,1,2,0.75
85,2,1,3,0.786
85,2,1,4,0.239
85,2,2,1,0.193
85,2,2,2,0.349
85,2,2,3,0.13
85,2,2,4,0.52
86,1,1,1,0.229
86,1,1,2,0.531
86,1,1,3,0.66
86,1,1,4,0.381
86,1,2,1,0.714
86,1,2,2,0.364
86,1,2,3,0.327
86,1,2,4,0.167
86,2,1,1,0.645
86,2,1,2,0.155
86,2,1,3,0.8
86,2,1,4,0.49
86,2,2,1,0.113
86,2,2,2,0.101
86,2,2,3,0.727
86,2,2,4,0.725
87,1,1,1,0.18
87,1,1,2,0.743
87,1,1,3,0.21
87,1,1,4,0.145
87,1,2,1,0.103
87,1,2,2,0.233
87,1,2,3,0.67
87,1,2,4,0.281
87,2,1,1,0.614
87,2,1,2,0.727
87,2,1,3,0.146
87,2,1,4,0.754
87,2,2,1,0.334
87,2,2,2,0.567
87,2,2,3,0.367
87,2,2,4,0.146
88,1,1,1,0.742
88,1,1,2,0.78
88,1,1,3,0.787
88,1,1,4,0.156
88,1,2,1,0.778
88,1,2,2,0.645
88,1,2,3,0.553
88,1,2,4,0.426
88,2,1,1,0.129
88,2,1,2,0.495
88,2,1,3,0.549
88,2,1,4,0.286
88,2,2,1,0.602
88,2,2,2,0.108
88,2,2,3,0.128
88,2,2,4,0.387
89,1,1,1,0.647
89,1,1,2,0.493
89,1,1,3,0.452
89,1,1,4,0.693
89,1,2,1,0.654
89,1,2,2,0.62
89,1,2,3,0.351
89,1,2,4,0.232
89,2,1,1,0.51
89,2,1,2,0.301
89,2,1,3,0.745
89,2,1,4,0.413
89,2,2,1,0.352
89,2,2,2,0.307
89,2,2,3,0.463
89,2,2,4,0.306
90,1,1,1,0.72
90,1,1,2,0.695
90,1,1,3,0.315
90,1,1,4,0.718
90,1,2,1,0.227
90,1,2,2,0.357
90,1,2,3,0.3
90,1,2,4,0.515
90,2,1,1,0.607
90,2,1,2,0.622
90,2,1,3,0.273
90,2,1,4,0.576
90,2,2,1,0.773
90,2,2,2,0.606
90,2,2,3,0.679
90,2,2,4,0.522
91,1,1,1,0.59
91,1,1,2,0.206
91,1,1,3,0.326
91,1,1,4,0.682
91,1,2,1,0.245
91,1,2,2,0.503
91,1,2,3,0.3
91,1,2,4,0.446
91,2,1,1,0.546
91,2,1,2,0.773
91,2,1,3,0.379
91,2,1,4,0.484
91,2,2,1,0.258
91,2,2,2,0.414
91,2,2,3,0.355
91,2,2,4,0.762
92,1,1,1,0.626
92,1,1,2,0.489
92,1,1,3,0.24
92,1,1,4,0.543
92,1,2,1,0.769
92,1,2,2,0.593
92,1,2,3,0.218
92,1,2,4,0.474
92,2,1,1,0.448
92,2,1,2,0.254
92,2,1,3,0.698
92,2,1,4,0.51
92,2,2,1,0.696
92,2,2,2,0.215
92,2,2,3,0.737
92,2,2,4,0.763
93,1,1,1,0.134
93,1,1,2,0.594
93,1,1,3,0.171
93,1,1,4,0.659
93,1,2,1,0.293
93,1,2,2,0.475
93,1,2,3,0.193
93,1,2,4,0.793
93,2,1,1,0.34
93,2,1,2,0.637
93,2,1,3,0.363
93,2,1,4,0.628
93,2,2,1,0.659
93,2,2,2,0.297
93,2,2,3,0.616
93,2,2,4,0.491
94,1,1,1,0.178
94,1,1,2,0.194
94,1,1,3,0.292
94,1,1,4,0.216
94,1,2,1,0.183
94,1,2,2,0.347
94,1,2,3,0.639
94,1,2,4,0.776
94,2,1,1,0.367
94,2,1,2,0.385
94,2,1,3,0.416
94,2,1,4,0.565
94,2,2,1,0.496
94,2,2,2,0.387
94,2,2,3,0.428
94,2,2,4,0.237
95,1,1,1,0.157
95,1,1,2,0.795
95,1,1,3,0.286
95,1,1,4,0.798
95,1,2,1,0.732
95,1,2,2,0.514
95,1,2,3,0.633
95,1,2,4,0.413
95,2,1,1,0.732
95,2,1,2,0.472
95,2,1,3,0.662
95,2,1,4,0.355
95,2,2,1,0.404
95,2,2,2,0.182
95,2,2,3,0.377
95,2,2,4,0.33
96,1,1,1,0.305
96,1,1,2,0.347
96,1,1,3,0.429
96,1,1,4,0.104
96,1,2,1,0.358
96,1,2,2,0.405
96,1,2,3,0.237
96,1,2,4,0.537
96,2,1,1,0.541
96,2,1,2,0.199
96,2,1,3,0.357
96,2,1,4,0.241
96,2,2,1,0.134
96,2,2,2,0.113
96,2,2,3,0.22
96,2,2,4,0.266
97,1,1,1,0.211
97,1,1,2,0.638
97,1,1,3,0.6
97,1,1,4,0.735
97,1,2,1,0.63
97,1,2,2,0.606
97,1,2,3,0.786
97,1,2,4,0.752
97,2,1,1,0.706
97,2,1,2,0.627
97,2,1,3,0.191
97,2,1,4,0.741
97,2,2,1,0.507
97,2,2,2,0.296
97,2,2,3,0.249
97,2,2,4,0.142
98,1,1,1,0.537
98,1,1,2,0.521
98,1,1,3,0.227
98,1,1,4,0.494
98,1,2,1,0.696
98,1,2,2,0.781
98,1,2,3,0.288
98,1,2,4,0.739
98,2,1,1,0.775
98,2,1,2,0.453
98,2,1,3,0.354
98,2,1,4,0.732
98,2,2,1,0.248
98,2,2,2,0.264
98,2,2,3,0.481
98,2,2,4,0.131
99,1,1,1,0.784
99,1,1,2,0.438
99,1,1,3,0.188
99,1,1,4,0.377
99,1,2,1,0.684
99,1,2,2,0.743
99,1,2,3,0.337
99,1,2,4,0.339
99,2,1,1,0.371
99,2,1,2,0.24
99,2,1,3,0.758
99,2,1,4,0.166
99,2,2,1,0.304
99,2,2,2,0.376
99,2,2,3,0.769
99,2,2,4,0.627
100,1,1,1,0.503
100,1,1,2,0.156
100,1,1,3,0.687
100,1,1,4,0.798
100,1,2,1,0.768
100,1,2,2,0.696
100,1,2,3,0.738
100,1,2,4,0.588
100,2,1,1,0.616
100,2,1,2,0.457
100,2,1,3,0.622
100,2,1,4,0.445
100,2,2,1,0.756
100,2,2,2,0.476
100,2,2,3,0.316
100,2,2,4,0.785
