i,t,n,b,CPF
73,2,2,1,0.778
73,2,2,2,0.791
73,2,2,3,0.277
73,2,2,4,0.478
74,1,1,1,0.642
74,1,1,2,0.738
74,1,1,3,0.676
74,1,1,4,0.797
74,1,2,1,0.204
74,1,2,2,0.524
74,1,2,3,0.652
74,1,2,4,0.221
74,2,1,1,0.355
74,2,1,2,0.245
74,2,1,3,0.750
74,2,1,4,0.773
74,2,2,1,0.532
74,2,2,2,0.413
74,2,2,3,0.594
74,2,2,4,0.768
75,1,1,1,0.296
75,1,1,2,0.389
75,1,1,3,0.643
75,1,1,4,0.577
75,1,2,1,0.392
75,1,2,2,0.758
75,1,2,3,0.422
75,1,2,4,0.464
75,2,1,1,0.767
75,2,1,2,0.327
75,2,1,3,0.742
75,2,1,4,0.661
75,2,2,1,0.400
75,2,2,2,0.244
75,2,2,3,0.217
75,2,2,4,0.636
76,1,1,1,0.397
76,1,1,2,0.239
76,1,1,3,0.403
76,1,1,4,0.334
76,1,2,1,0.160
76,1,2,2,0.678
76,1,2,3,0.115
76,1,2,4,0.253
76,2,1,1,0.309
76,2,1,2,0.728
76,2,1,3,0.731
76,2,1,4,0.111
76,2,2,1,0.175
76,2,2,2,0.384
76,2,2,3,0.138
76,2,2,4,0.173
77,1,1,1,0.366
77,1,1,2,0.573
77,1,1,3,0.337
77,1,1,4,0.638
77,1,2,1,0.764
77,1,2,2,0.606
77,1,2,3,0.366
77,1,2,4,0.645
77,2,1,1,0.720
77,2,1,2,0.543
77,2,1,3,0.426
77,2,1,4,0.481
77,2,2,1,0.591
77,2,2,2,0.678
77,2,2,3,0.256
77,2,2,4,0.342
78,1,1,1,0.378
78,1,1,2,0.684
78,1,1,3,0.581
78,1,1,4,0.404
78,1,2,1,0.341
78,1,2,2,0.670
78,1,2,3,0.681
78,1,2,4,0.407
78,2,1,1,0.593
78,2,1,2,0.181
78,2,1,3,0.530
78,2,1,4,0.322
78,2,2,1,0.111
78,2,2,2,0.351
78,2,2,3,0.388
78,2,2,4,0.782
79,1,1,1,0.296
79,1,1,2,0.519
79,1,1,3,0.100
79,1,1,4,0.282
79,1,2,1,0.694
79,1,2,2,0.191
79,1,2,3,0.165
79,1,2,4,0.113
79,2,1,1,0.333
79,2,1,2,0.574
79,2,1,3,0.358
79,2,1,4,0.689
79,2,2,1,0.762
79,2,2,2,0.349
79,2,2,3,0.170
79,2,2,4,0.244
80,1,1,1,0.656
80,1,1,2,0.244
80,1,1,3,0.507
80,1,1,4,0.412
80,1,2,1,0.328
80,1,2,2,0.795
80,1,2,3,0.545
80,1,2,4,0.331
80,2,1,1,0.291
80,2,1,2,0.756
80,2,1,3,0.609
80,2,1,4,0.242
80,2,2,1,0.743
80,2,2,2,0.370
80,2,2,3,0.497
80,2,2,4,0.758
81,1,1,1,0.145
81,1,1,2,0.206
81,1,1,3,0.250
81,1,1,4,0.708
81,1,2,1,0.418
81,1,2,2,0.419
81,1,2,3,0.273
81,1,2,4,0.595
81,2,1,1,0.577
81,2,1,2,0.785
81,2,1,3,0.185
81,2,1,4,0.548
81,2,2,1,0.505
81,2,2,2,0.285
81,2,2,3,0.661
81,2,2,4,0.193
82,1,1,1,0.707
82,1,1,2,0.575
82,1,1,3,0.415
82,1,1,4,0.343
82,1,2,1,0.142
82,1,2,2,0.312
82,1,2,3,0.673
82,1,2,4,0.135
82,2,1,1,0.225
82,2,1,2,0.141
82,2,1,3,0.324
82,2,1,4,0.118
82,2,2,1,0.238
82,2,2,2,0.317
82,2,2,3,0.721
82,2,2,4,0.225
83,1,1,1,0.602
83,1,1,2,0.434
83,1,1,3,0.131
83,1,1,4,0.741
83,1,2,1,0.738
83,1,2,2,0.192
83,1,2,3,0.542
83,1,2,4,0.648
83,2,1,1,0.607
83,2,1,2,0.640
83,2,1,3,0.659
83,2,1,4,0.717
83,2,2,1,0.143
83,2,2,2,0.235
83,2,2,3,0.782
83,2,2,4,0.706
84,1,1,1,0.148
84,1,1,2,0.424
84,1,1,3,0.167
84,1,1,4,0.187
84,1,2,1,0.300
84,1,2,2,0.715
84,1,2,3,0.137
84,1,2,4,0.368
84,2,1,1,0.430
84,2,1,2,0.650
84,2,1,3,0.798
84,2,1,4,0.326
84,2,2,1,0.146
84,2,2,2,0.569
84,2,2,3,0.337
84,2,2,4,0.754
85,1,1,1,0.726
85,1,1,2,0.339
85,1,1,3,0.669
85,1,1,4,0.778
85,1,2,1,0.783
85,1,2,2,0.615
85,1,2,3,0.687
85,1,2,4,0.145
85,2,1,1,0.380
85,2,1,2,0.750
85,2,1,3,0.786
85,2,1,4,0.239
85,2,2,1,0.193
85,2,2,2,0.349
85,2,2,3,0.130
85,2,2,4,0.520
86,1,1,1,0.229
86,1,1,2,0.531
86,1,1,3,0.660
86,1,1,4,0.381
86,1,2,1,0.714
86,1,2,2,0.364
86,1,2,3,0.327
86,1,2,4,0.167
86,2,1,1,0.645
86,2,1,2,0.155
86,2,1,3,0.800
86,2,1,4,0.490
86,2,2,1,0.113
86,2,2,2,0.101
86,2,2,3,0.727
86,2,2,4,0.725
87,1,1,1,0.180
87,1,1,2,0.743
87,1,1,3,0.210
87,1,1,4,0.145
87,1,2,1,0.103
87,1,2,2,0.233
87,1,2,3,0.670
87,1,2,4,0.281
87,2,1,1,0.614
87,2,1,2,0.727
87,2,1,3,0.146
87,2,1,4,0.754
87,2,2,1,0.334
87,2,2,2,0.567
87,2,2,3,0.367
87,2,2,4,0.146
88,1,1,1,0.742
88,1,1,2,0.780
88,1,1,3,0.787
88,1,1,4,0.156
88,1,2,1,0.778
88,1,2,2,0.645
88,1,2,3,0.553
88,1,2,4,0.426
88,2,1,1,0.129
88,2,1,2,0.495
88,2,1,3,0.549
88,2,1,4,0.286
88,2,2,1,0.602
88,2,2,2,0.108
88,2,2,3,0.128
88,2,2,4,0.387
89,1,1,1,0.647
89,1,1,2,0.493
89,1,1,3,0.452
89,1,1,4,0.693
89,1,2,1,0.654
89,1,2,2,0.620
89,1,2,3,0.351
89,1,2,4,0.232
89,2,1,1,0.510
89,2,1,2,0.301
89,2,1,3,0.745
89,2,1,4,0.413
89,2,2,1,0.352
89,2,2,2,0.307
89,2,2,3,0.463
89,2,2,4,0.306
90,1,1,1,0.720
90,1,1,2,0.695
90,1,1,3,0.315
90,1,1,4,0.718
90,1,2,1,0.227
90,1,2,2,0.357
90,1,2,3,0.300
90,1,2,4,0.515
90,2,1,1,0.607
90,2,1,2,0.622
90,2,1,3,0.273
90,2,1,4,0.576
90,2,2,1,0.773
90,2,2,2,0.606
90,2,2,3,0.679
90,2,2,4,0.522
91,1,1,1,0.590
91,1,1,2,0.206
91,1,1,3,0.326
91,1,1,4,0.682
91,1,2,1,0.245
91,1,2,2,0.503
91,1,2,3,0.300
91,1,2,4,0.446
91,2,1,1,0.546
91,2,1,2,0.773
91,2,1,3,0.379
91,2,1,4,0.484
91,2,2,1,0.258
91,2,2,2,0.414
91,2,2,3,0.355
91,2,2,4,0.762
92,1,1,1,0.626
92,1,1,2,0.489
92,1,1,3,0.240
92,1,1,4,0.543
92,1,2,1,0.769
92,1,2,2,0.593
92,1,2,3,0.218
92,1,2,4,0.474
92,2,1,1,0.448
92,2,1,2,0.254
92,2,1,3,0.698
92,2,1,4,0.510
92,2,2,1,0.696
92,2,2,2,0.215
92,2,2,3,0.737
92,2,2,4,0.763
93,1,1,1,0.134
93,1,1,2,0.594
93,1,1,3,0.171
93,1,1,4,0.659
93,1,2,1,0.293
93,1,2,2,0.475
93,1,2,3,0.193
93,1,2,4,0.793
93,2,1,1,0.340
93,2,1,2,0.637
93,2,1,3,0.363
93,2,1,4,0.628
93,2,2,1,0.659
93,2,2,2,0.297
93,2,2,3,0.616
93,2,2,4,0.491
94,1,1,1,0.178
94,1,1,2,0.194
94,1,1,3,0.292
94,1,1,4,0.216
94,1,2,1,0.183
94,1,2,2,0.347
94,1,2,3,0.639
94,1,2,4,0.776
94,2,1,1,0.367
94,2,1,2,0.385
94,2,1,3,0.416
94,2,1,4,0.565
94,2,2,1,0.496
94,2,2,2,0.387
94,2,2,3,0.428
94,2,2,4,0.237
95,1,1,1,0.157
95,1,1,2,0.795
95,1,1,3,0.286
95,1,1,4,0.798
95,1,2,1,0.732
95,1,2,2,0.514
95,1,2,3,0.633
95,1,2,4,0.413
95,2,1,1,0.732
95,2,1,2,0.472
95,2,1,3,0.662
95,2,1,4,0.355
95,2,2,1,0.404
95,2,2,2,0.182
95,2,2,3,0.377
95,2,2,4,0.330
96,1,1,1,0.305
96,1,1,2,0.347
96,1,1,3,0.429
96,1,1,4,0.104
96,1,2,1,0.358
96,1,2,2,0.405
96,1,2,3,0.237
96,1,2,4,0.537
96,2,1,1,0.541
96,2,1,2,0.199
96,2,1,3,0.357
96,2,1,4,0.241
96,2,2,1,0.134
96,2,2,2,0.113
96,2,2,3,0.220
96,2,2,4,0.266
97,1,1,1,0.211
97,1,1,2,0.638
97,1,1,3,0.600
97,1,1,4,0.735
97,1,2,1,0.630
97,1,2,2,0.606
97,1,2,3,0.786
97,1,2,4,0.752
97,2,1,1,0.706
97,2,1,2,0.627
97,2,1,3,0.191
97,2,1,4,0.741
97,2,2,1,0.507
97,2,2,2,0.296
97,2,2,3,0.249
97,2,2,4,0.142
98,1,1,1,0.537
98,1,1,2,0.521
98,1,1,3,0.227
98,1,1,4,0.494
98,1,2,1,0.696
98,1,2,2,0.781
98,1,2,3,0.288
98,1,2,4,0.739
98,2,1,1,0.775
98,2,1,2,0.453
98,2,1,3,0.354
98,2,1,4,0.732
98,2,2,1,0.248
98,2,2,2,0.264
98,2,2,3,0.481
98,2,2,4,0.131
99,1,1,1,0.784
99,1,1,2,0.438
99,1,1,3,0.188
99,1,1,4,0.377
99,1,2,1,0.684
99,1,2,2,0.743
99,1,2,3,0.337
99,1,2,4,0.339
99,2,1,1,0.371
99,2,1,2,0.240
99,2,1,3,0.758
99,2,1,4,0.166
99,2,2,1,0.304
99,2,2,2,0.376
99,2,2,3,0.769
99,2,2,4,0.627
100,1,1,1,0.503
100,1,1,2,0.156
100,1,1,3,0.687
100,1,1,4,0.798
100,1,2,1,0.768
100,1,2,2,0.696
100,1,2,3,0.738
100,1,2,4,0.588
100,2,1,1,0.616
100,2,1,2,0.457
100,2,1,3,0.622
100,2,1,4,0.445
100,2,2,1,0.756
100,2,2,2,0.476
100,2,2,3,0.316
100,2,2,4,0.785
101,1,1,1,0.259
101,1,1,2,0.635
101,1,1,3,0.186
101,1,1,4,0.732
101,1,2,1,0.532
101,1,2,2,0.633
101,1,2,3,0.178
101,1,2,4,0.707
101,2,1,1,0.195
101,2,1,2,0.224
101,2,1,3,0.235
101,2,1,4,0.354
101,2,2,1,0.297
101,2,2,2,0.524
101,2,2,3,0.632
101,2,2,4,0.187
102,1,1,1,0.198
102,1,1,2,0.691
102,1,1,3,0.703
102,1,1,4,0.451
102,1,2,1,0.383
102,1,2,2,0.312
102,1,2,3,0.636
102,1,2,4,0.119
102,2,1,1,0.435
102,2,1,2,0.768
102,2,1,3,0.732
102,2,1,4,0.604
102,2,2,1,0.368
102,2,2,2,0.625
102,2,2,3,0.598
102,2,2,4,0.383
103,1,1,1,0.397
103,1,1,2,0.302
103,1,1,3,0.424
103,1,1,4,0.292
103,1,2,1,0.352
103,1,2,2,0.449
103,1,2,3,0.137
103,1,2,4,0.671
103,2,1,1,0.687
103,2,1,2,0.485
103,2,1,3,0.487
103,2,1,4,0.717
103,2,2,1,0.440
103,2,2,2,0.261
103,2,2,3,0.589
103,2,2,4,0.321
104,1,1,1,0.746
104,1,1,2,0.336
104,1,1,3,0.145
104,1,1,4,0.771
104,1,2,1,0.650
104,1,2,2,0.412
104,1,2,3,0.206
104,1,2,4,0.382
104,2,1,1,0.320
104,2,1,2,0.505
104,2,1,3,0.650
104,2,1,4,0.348
104,2,2,1,0.551
104,2,2,2,0.750
104,2,2,3,0.176
104,2,2,4,0.161
105,1,1,1,0.616
105,1,1,2,0.633
105,1,1,3,0.547
105,1,1,4,0.352
105,1,2,1,0.572
105,1,2,2,0.179
105,1,2,3,0.136
105,1,2,4,0.235
105,2,1,1,0.653
105,2,1,2,0.531
105,2,1,3,0.610
105,2,1,4,0.333
105,2,2,1,0.153
105,2,2,2,0.532
105,2,2,3,0.491
105,2,2,4,0.431
106,1,1,1,0.641
106,1,1,2,0.297
106,1,1,3,0.317
106,1,1,4,0.496
106,1,2,1,0.424
106,1,2,2,0.374
106,1,2,3,0.185
106,1,2,4,0.247
106,2,1,1,0.365
106,2,1,2,0.642
106,2,1,3,0.397
106,2,1,4,0.390
106,2,2,1,0.226
106,2,2,2,0.771
106,2,2,3,0.460
106,2,2,4,0.417
107,1,1,1,0.290
107,1,1,2,0.271
107,1,1,3,0.630
107,1,1,4,0.617
107,1,2,1,0.471
107,1,2,2,0.456
107,1,2,3,0.741
107,1,2,4,0.124
107,2,1,1,0.764
107,2,1,2,0.715
107,2,1,3,0.625
107,2,1,4,0.427
107,2,2,1,0.287
107,2,2,2,0.530
107,2,2,3,0.377
107,2,2,4,0.104
108,1,1,1,0.557
108,1,1,2,0.426
108,1,1,3,0.513
108,1,1,4,0.649
108,1,2,1,0.540
108,1,2,2,0.378
108,1,2,3,0.676
108,1,2,4,0.704
108,2,1,1,0.196
108,2,1,2,0.167
108,2,1,3,0.138
108,2,1,4,0.328
108,2,2,1,0.645
108,2,2,2,0.570
108,2,2,3,0.523
108,2,2,4,0.467
109,1,1,1,0.551
109,1,1,2,0.473
109,1,1,3,0.260
109,1,1,4,0.430
109,1,2,1,0.428
109,1,2,2,0.548
109,1,2,3,0.645
109,1,2,4,0.440
109,2,1,1,0.490
109,2,1,2,0.180
109,2,1,3,0.476
109,2,1,4,0.452
109,2,2,1,0.535
109,2,2,2,0.439
109,2,2,3,0.213
109,2,2,4,0.565
110,1,1,1,0.203
110,1,1,2,0.650
110,1,1,3,0.248
110,1,1,4,0.503
110,1,2,1,0.343
110,1,2,2,0.334
110,1,2,3,0.757
110,1,2,4,0.245
110,2,1,1,0.704
110,2,1,2,0.506
110,2,1,3,0.343
110,2,1,4,0.336
110,2,2,1,0.125
110,2,2,2,0.444
110,2,2,3,0.158
110,2,2,4,0.131
111,1,1,1,0.268
111,1,1,2,0.660
111,1,1,3,0.255
111,1,1,4,0.432
111,1,2,1,0.797
111,1,2,2,0.625
111,1,2,3,0.540
111,1,2,4,0.242
111,2,1,1,0.234
111,2,1,2,0.320
111,2,1,3,0.648
111,2,1,4,0.205
111,2,2,1,0.254
111,2,2,2,0.316
111,2,2,3,0.501
111,2,2,4,0.195
112,1,1,1,0.238
112,1,1,2,0.355
112,1,1,3,0.176
112,1,1,4,0.412
112,1,2,1,0.784
112,1,2,2,0.147
112,1,2,3,0.649
112,1,2,4,0.558
112,2,1,1,0.172
112,2,1,2,0.762
112,2,1,3,0.283
112,2,1,4,0.399
112,2,2,1,0.581
112,2,2,2,0.777
112,2,2,3,0.309
112,2,2,4,0.471
113,1,1,1,0.525
113,1,1,2,0.197
113,1,1,3,0.745
113,1,1,4,0.397
113,1,2,1,0.754
113,1,2,2,0.744
113,1,2,3,0.234
113,1,2,4,0.664
113,2,1,1,0.578
113,2,1,2,0.217
113,2,1,3,0.182
113,2,1,4,0.457
113,2,2,1,0.703
113,2,2,2,0.617
113,2,2,3,0.472
113,2,2,4,0.532
114,1,1,1,0.217
114,1,1,2,0.762
114,1,1,3,0.724
114,1,1,4,0.712
114,1,2,1,0.639
114,1,2,2,0.212
114,1,2,3,0.762
114,1,2,4,0.137
114,2,1,1,0.581
114,2,1,2,0.211
114,2,1,3,0.754
114,2,1,4,0.367
114,2,2,1,0.650
114,2,2,2,0.702
114,2,2,3,0.225
114,2,2,4,0.530
115,1,1,1,0.251
115,1,1,2,0.383
115,1,1,3,0.760
115,1,1,4,0.306
115,1,2,1,0.610
115,1,2,2,0.282
115,1,2,3,0.678
115,1,2,4,0.473
115,2,1,1,0.213
115,2,1,2,0.489
115,2,1,3,0.703
115,2,1,4,0.787
115,2,2,1,0.394
115,2,2,2,0.768
115,2,2,3,0.523
115,2,2,4,0.478
116,1,1,1,0.491
116,1,1,2,0.301
116,1,1,3,0.439
116,1,1,4,0.185
116,1,2,1,0.327
116,1,2,2,0.111
116,1,2,3,0.722
116,1,2,4,0.346
116,2,1,1,0.396
116,2,1,2,0.171
116,2,1,3,0.376
116,2,1,4,0.762
116,2,2,1,0.429
116,2,2,2,0.608
116,2,2,3,0.668
116,2,2,4,0.518
117,1,1,1,0.390
117,1,1,2,0.621
117,1,1,3,0.648
117,1,1,4,0.227
117,1,2,1,0.246
117,1,2,2,0.143
117,1,2,3,0.540
117,1,2,4,0.570
117,2,1,1,0.424
117,2,1,2,0.724
117,2,1,3,0.266
117,2,1,4,0.268
117,2,2,1,0.647
117,2,2,2,0.604
117,2,2,3,0.304
117,2,2,4,0.362
118,1,1,1,0.390
118,1,1,2,0.161
118,1,1,3,0.395
118,1,1,4,0.783
118,1,2,1,0.175
118,1,2,2,0.265
118,1,2,3,0.445
118,1,2,4,0.511
118,2,1,1,0.610
118,2,1,2,0.227
118,2,1,3,0.149
118,2,1,4,0.152
118,2,2,1,0.739
118,2,2,2,0.255
118,2,2,3,0.243
118,2,2,4,0.366
119,1,1,1,0.187
119,1,1,2,0.218
119,1,1,3,0.262
119,1,1,4,0.103
119,1,2,1,0.370
119,1,2,2,0.774
119,1,2,3,0.640
119,1,2,4,0.628
119,2,1,1,0.701
119,2,1,2,0.613
119,2,1,3,0.698
119,2,1,4,0.250
119,2,2,1,0.219
119,2,2,2,0.470
119,2,2,3,0.557
119,2,2,4,0.245
120,1,1,1,0.696
120,1,1,2,0.690
120,1,1,3,0.471
120,1,1,4,0.103
120,1,2,1,0.427
120,1,2,2,0.273
120,1,2,3,0.199
120,1,2,4,0.794
120,2,1,1,0.568
120,2,1,2,0.270
120,2,1,3,0.541
120,2,1,4,0.448
120,2,2,1,0.227
120,2,2,2,0.445
120,2,2,3,0.554
120,2,2,4,0.426
121,1,1,1,0.230
121,1,1,2,0.435
121,1,1,3,0.591
121,1,1,4,0.422
121,1,2,1,0.753
121,1,2,2,0.179
121,1,2,3,0.174
121,1,2,4,0.404
121,2,1,1,0.579
121,2,1,2,0.408
121,2,1,3,0.390
121,2,1,4,0.719
121,2,2,1,0.419
121,2,2,2,0.779
121,2,2,3,0.426
121,2,2,4,0.459
122,1,1,1,0.243
122,1,1,2,0.133
122,1,1,3,0.274
122,1,1,4,0.699
122,1,2,1,0.662
122,1,2,2,0.459
122,1,2,3,0.103
122,1,2,4,0.593
122,2,1,1,0.359
122,2,1,2,0.545
122,2,1,3,0.404
122,2,1,4,0.520
122,2,2,1,0.737
122,2,2,2,0.453
122,2,2,3,0.320
122,2,2,4,0.410
123,1,1,1,0.130
123,1,1,2,0.161
123,1,1,3,0.154
123,1,1,4,0.185
123,1,2,1,0.276
123,1,2,2,0.421
123,1,2,3,0.216
123,1,2,4,0.420
123,2,1,1,0.693
123,2,1,2,0.655
123,2,1,3,0.287
123,2,1,4,0.117
123,2,2,1,0.168
123,2,2,2,0.753
123,2,2,3,0.774
123,2,2,4,0.103
124,1,1,1,0.347
124,1,1,2,0.477
124,1,1,3,0.653
124,1,1,4,0.619
124,1,2,1,0.686
124,1,2,2,0.755
124,1,2,3,0.273
124,1,2,4,0.649
124,2,1,1,0.227
124,2,1,2,0.553
124,2,1,3,0.547
124,2,1,4,0.533
124,2,2,1,0.509
124,2,2,2,0.298
124,2,2,3,0.114
124,2,2,4,0.647
125,1,1,1,0.610
125,1,1,2,0.161
125,1,1,3,0.223
125,1,1,4,0.460
125,1,2,1,0.361
125,1,2,2,0.559
125,1,2,3,0.272
125,1,2,4,0.225
125,2,1,1,0.396
125,2,1,2,0.709
125,2,1,3,0.469
125,2,1,4,0.265
125,2,2,1,0.370
125,2,2,2,0.589
125,2,2,3,0.291
125,2,2,4,0.119
126,1,1,1,0.446
126,1,1,2,0.203
126,1,1,3,0.111
126,1,1,4,0.607
126,1,2,1,0.365
126,1,2,2,0.364
126,1,2,3,0.670
126,1,2,4,0.639
126,2,1,1,0.183
126,2,1,2,0.534
126,2,1,3,0.589
126,2,1,4,0.176
126,2,2,1,0.559
126,2,2,2,0.416
126,2,2,3,0.288
126,2,2,4,0.164
127,1,1,1,0.498
127,1,1,2,0.558
127,1,1,3,0.410
127,1,1,4,0.143
127,1,2,1,0.658
127,1,2,2,0.105
127,1,2,3,0.310
127,1,2,4,0.650
127,2,1,1,0.409
127,2,1,2,0.478
127,2,1,3,0.114
127,2,1,4,0.260
127,2,2,1,0.271
127,2,2,2,0.637
127,2,2,3,0.157
127,2,2,4,0.452
128,1,1,1,0.342
128,1,1,2,0.774
128,1,1,3,0.544
128,1,1,4,0.754
128,1,2,1,0.178
128,1,2,2,0.382
128,1,2,3,0.363
128,1,2,4,0.574
128,2,1,1,0.503
128,2,1,2,0.473
128,2,1,3,0.246
128,2,1,4,0.629
128,2,2,1,0.200
128,2,2,2,0.404
128,2,2,3,0.317
128,2,2,4,0.439
129,1,1,1,0.482
129,1,1,2,0.241
129,1,1,3,0.342
129,1,1,4,0.185
129,1,2,1,0.397
129,1,2,2,0.603
129,1,2,3,0.250
129,1,2,4,0.487
129,2,1,1,0.416
129,2,1,2,0.553
129,2,1,3,0.152
129,2,1,4,0.757
129,2,2,1,0.539
129,2,2,2,0.409
129,2,2,3,0.386
129,2,2,4,0.492
130,1,1,1,0.571
130,1,1,2,0.210
130,1,1,3,0.174
130,1,1,4,0.556
130,1,2,1,0.770
130,1,2,2,0.393
130,1,2,3,0.281
130,1,2,4,0.122
130,2,1,1,0.140
130,2,1,2,0.654
130,2,1,3,0.423
130,2,1,4,0.669
130,2,2,1,0.417
130,2,2,2,0.352
130,2,2,3,0.623
130,2,2,4,0.321
131,1,1,1,0.653
131,1,1,2,0.340
131,1,1,3,0.304
131,1,1,4,0.327
131,1,2,1,0.668
131,1,2,2,0.202
131,1,2,3,0.459
131,1,2,4,0.340
131,2,1,1,0.462
131,2,1,2,0.750
131,2,1,3,0.171
131,2,1,4,0.284
131,2,2,1,0.338
131,2,2,2,0.779
131,2,2,3,0.714
131,2,2,4,0.402
132,1,1,1,0.282
132,1,1,2,0.589
132,1,1,3,0.585
132,1,1,4,0.539
132,1,2,1,0.187
132,1,2,2,0.579
132,1,2,3,0.729
132,1,2,4,0.413
132,2,1,1,0.401
132,2,1,2,0.759
132,2,1,3,0.538
132,2,1,4,0.341
132,2,2,1,0.659
132,2,2,2,0.211
132,2,2,3,0.113
132,2,2,4,0.537
133,1,1,1,0.671
133,1,1,2,0.273
133,1,1,3,0.441
133,1,1,4,0.188
133,1,2,1,0.752
133,1,2,2,0.538
133,1,2,3,0.719
133,1,2,4,0.522
133,2,1,1,0.609
133,2,1,2,0.103
133,2,1,3,0.135
133,2,1,4,0.672
133,2,2,1,0.764
133,2,2,2,0.700
133,2,2,3,0.778
133,2,2,4,0.639
134,1,1,1,0.464
134,1,1,2,0.577
134,1,1,3,0.612
134,1,1,4,0.328
134,1,2,1,0.596
134,1,2,2,0.339
134,1,2,3,0.517
134,1,2,4,0.337
134,2,1,1,0.495
134,2,1,2,0.552
134,2,1,3,0.347
134,2,1,4,0.788
134,2,2,1,0.522
134,2,2,2,0.532
134,2,2,3,0.791
134,2,2,4,0.772
135,1,1,1,0.122
135,1,1,2,0.278
135,1,1,3,0.689
135,1,1,4,0.334
135,1,2,1,0.437
135,1,2,2,0.698
135,1,2,3,0.651
135,1,2,4,0.117
135,2,1,1,0.270
135,2,1,2,0.128
135,2,1,3,0.299
135,2,1,4,0.138
135,2,2,1,0.601
135,2,2,2,0.186
135,2,2,3,0.620
135,2,2,4,0.267
136,1,1,1,0.421
136,1,1,2,0.437
136,1,1,3,0.266
136,1,1,4,0.617
136,1,2,1,0.195
136,1,2,2,0.464
136,1,2,3,0.569
136,1,2,4,0.299
136,2,1,1,0.489
136,2,1,2,0.734
136,2,1,3,0.102
136,2,1,4,0.272
136,2,2,1,0.509
136,2,2,2,0.243
136,2,2,3,0.508
136,2,2,4,0.522
137,1,1,1,0.599
137,1,1,2,0.502
137,1,1,3,0.582
137,1,1,4,0.525
137,1,2,1,0.581
137,1,2,2,0.309
137,1,2,3,0.421
137,1,2,4,0.634
137,2,1,1,0.205
137,2,1,2,0.536
137,2,1,3,0.571
137,2,1,4,0.484
137,2,2,1,0.268
137,2,2,2,0.336
137,2,2,3,0.789
137,2,2,4,0.552
138,1,1,1,0.636
138,1,1,2,0.332
138,1,1,3,0.340
138,1,1,4,0.702
138,1,2,1,0.142
138,1,2,2,0.655
138,1,2,3,0.401
138,1,2,4,0.766
138,2,1,1,0.345
138,2,1,2,0.513
138,2,1,3,0.634
138,2,1,4,0.513
138,2,2,1,0.221
138,2,2,2,0.373
138,2,2,3,0.416
138,2,2,4,0.260
139,1,1,1,0.697
139,1,1,2,0.256
139,1,1,3,0.436
139,1,1,4,0.450
139,1,2,1,0.225
139,1,2,2,0.770
139,1,2,3,0.110
139,1,2,4,0.247
139,2,1,1,0.377
139,2,1,2,0.424
139,2,1,3,0.223
139,2,1,4,0.158
139,2,2,1,0.771
139,2,2,2,0.207
139,2,2,3,0.688
139,2,2,4,0.699
140,1,1,1,0.321
140,1,1,2,0.562
140,1,1,3,0.270
140,1,1,4,0.441
140,1,2,1,0.535
140,1,2,2,0.507
140,1,2,3,0.202
140,1,2,4,0.432
140,2,1,1,0.235
140,2,1,2,0.646
140,2,1,3,0.310
140,2,1,4,0.153
140,2,2,1,0.159
140,2,2,2,0.654
140,2,2,3,0.583
140,2,2,4,0.420
141,1,1,1,0.344
141,1,1,2,0.710
141,1,1,3,0.104
141,1,1,4,0.596
141,1,2,1,0.653
141,1,2,2,0.581
141,1,2,3,0.117
141,1,2,4,0.230
141,2,1,1,0.517
141,2,1,2,0.202
141,2,1,3,0.518
141,2,1,4,0.737
141,2,2,1,0.167
141,2,2,2,0.634
141,2,2,3,0.642
141,2,2,4,0.172
142,1,1,1,0.458
142,1,1,2,0.488
142,1,1,3,0.253
142,1,1,4,0.369
142,1,2,1,0.688
142,1,2,2,0.285
142,1,2,3,0.603
142,1,2,4,0.296
142,2,1,1,0.331
142,2,1,2,0.399
142,2,1,3,0.259
142,2,1,4,0.257
142,2,2,1,0.451
142,2,2,2,0.632
142,2,2,3,0.225
142,2,2,4,0.367
143,1,1,1,0.216
143,1,1,2,0.228
143,1,1,3,0.425
143,1,1,4,0.564
143,1,2,1,0.530
143,1,2,2,0.521
143,1,2,3,0.196
143,1,2,4,0.764
143,2,1,1,0.308
143,2,1,2,0.277
143,2,1,3,0.352
143,2,1,4,0.780
143,2,2,1,0.185
143,2,2,2,0.263
143,2,2,3,0.171
143,2,2,4,0.627
144,1,1,1,0.341
144,1,1,2,0.730
144,1,1,3,0.309
144,1,1,4,0.505
144,1,2,1,0.325
144,1,2,2,0.356
144,1,2,3,0.399
144,1,2,4,0.347
144,2,1,1,0.691
144,2,1,2,0.749
144,2,1,3,0.603
144,2,1,4,0.566
144,2,2,1,0.573
144,2,2,2,0.689
144,2,2,3,0.754
144,2,2,4,0.654
145,1,1,1,0.780
145,1,1,2,0.447
145,1,1,3,0.653
145,1,1,4,0.613
145,1,2,1,0.576
145,1,2,2,0.504
145,1,2,3,0.542
145,1,2,4,0.281
145,2,1,1,0.334
145,2,1,2,0.552
145,2,1,3,0.253
145,2,1,4,0.248
145,2,2,1,0.705
145,2,2,2,0.362
145,2,2,3,0.505
145,2,2,4,0.251
146,1,1,1,0.309
146,1,1,2,0.316
146,1,1,3,0.732
146,1,1,4,0.555
146,1,2,1,0.180
146,1,2,2,0.427
146,1,2,3,0.701
146,1,2,4,0.184
146,2,1,1,0.199
